sample_index,time,energy,action,bin_key,signature_norm
21,22.1,0.09765229575567894,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.31249367314503973
22,22.2,0.09765229470236968,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.3124936714597108
23,22.3,0.09765229364996895,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.31249366977583554
24,22.400000000000002,0.09765229259845681,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.312493668093382
25,22.5,0.09765229154781359,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.3124936664123188
26,22.6,0.09765229049801966,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.3124936647326145
27,22.7,0.09765228944905603,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.31249366305423865
28,22.8,0.09765228840090384,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.3124936613771611
29,22.900000000000002,0.0976522873535446,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.31249365970135234
30,23.0,0.09765228630695993,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.3124936580267829
31,23.1,0.09765228526113198,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.3124936563534242
32,23.2,0.097652284216043,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.3124936546812479
33,23.3,0.09765228317167583,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.31249365301022647
34,23.400000000000002,0.0976522821280132,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.31249365134033236
35,23.5,0.09765228108503825,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.31249364967153853
36,23.6,0.09765228004273435,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.3124936480038184
37,23.7,0.09765227900108542,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.3124936463371462
38,23.8,0.0976522779600753,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.31249364467149615
39,23.900000000000002,0.09765227691968831,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.3124936430068431
40,24.0,0.09765227587990885,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.31249364134316215
41,24.1,0.09765227484072174,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.3124936396804289
42,24.2,0.09765227380211204,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.31249363801861957
43,24.3,0.09765227276406492,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.3124936363577104
44,24.400000000000002,0.09765227172656593,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.31249363469767816
45,24.5,0.09765227068960079,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.31249363303850014
46,24.6,0.09765226965315534,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.3124936313801536
47,24.7,0.0976522686172158,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.3124936297226166
48,24.8,0.09765226758176876,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.31249362806586756
49,24.900000000000002,0.09765226654680079,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.31249362640988504
50,25.0,0.09765226551229872,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.3124936247546479
51,25.1,0.0976522644782496,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.31249362310013556
52,25.2,0.0976522634446408,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.31249362144632775
53,25.3,0.09765226241146001,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.3124936197932047
54,25.400000000000002,0.09765226137869476,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.3124936181407466
55,25.5,0.09765226034633304,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.3124936164889341
56,25.6,0.09765225931436304,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.3124936148377484
57,25.7,0.0976522582827731,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.3124936131871708
58,25.8,0.09765225725155174,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.31249361153718286
59,25.900000000000002,0.09765225622068784,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.31249360988776687
60,26.0,0.09765225519017016,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.3124936082389049
61,26.1,0.0976522541599879,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.31249360659057956
62,26.2,0.09765225313013036,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.3124936049427738
63,26.3,0.09765225210058694,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.31249360329547055
64,26.400000000000002,0.09765225107134747,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.3124936016486537
65,26.5,0.09765225004240176,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.31249360000230686
66,26.6,0.09765224901373984,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.3124935983564141
67,26.7,0.0976522479853519,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.31249359671095966
68,26.8,0.09765224695722823,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.31249359506592805
69,26.900000000000002,0.09765224592935937,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.31249359342130417
70,27.0,0.09765224490173605,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.31249359177707314
71,27.1,0.09765224387434922,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.31249359013322053
72,27.2,0.09765224284718987,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.31249358848973185
73,27.3,0.09765224182024908,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.31249358684659284
74,27.400000000000002,0.09765224079351822,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.3124935852037898
75,27.5,0.09765223976698878,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.31249358356130896
76,27.6,0.09765223874065242,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.31249358191913706
77,27.7,0.0976522377145009,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.31249358027726093
78,27.8,0.09765223668852617,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.3124935786356676
79,27.900000000000002,0.09765223566272023,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.3124935769943444
80,28.0,0.09765223463707526,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.31249357535327865
81,28.1,0.0976522336115836,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.3124935737124583
82,28.2,0.09765223258623779,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.31249357207187123
83,28.3,0.09765223156103037,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.3124935704315056
84,28.400000000000002,0.09765223053595408,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.3124935687913498
85,28.5,0.09765222951100183,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.3124935671513925
86,28.6,0.09765222848616664,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.3124935655116224
87,28.7,0.0976522274614415,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.3124935638720284
88,28.8,0.09765222643681978,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.3124935622325999
89,28.900000000000002,0.09765222541229482,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.31249356059332617
90,29.0,0.09765222438785996,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.3124935589541966
91,29.1,0.09765222336350893,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.3124935573152012
92,29.2,0.09765222233923539,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.31249355567632975
93,29.3,0.09765222131503318,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.3124935540375724
94,29.400000000000002,0.0976522202908962,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.3124935523989194
95,29.5,0.09765221926681847,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.3124935507603612
96,29.6,0.09765221824279416,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.31249354912188854
97,29.7,0.09765221721881746,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.312493547483492
98,29.8,0.09765221619488275,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.3124935458451626
99,29.900000000000002,0.09765221517098457,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.3124935442068917
100,30.0,0.09765221414711735,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.3124935425686703
101,30.1,0.09765221312327578,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.3124935409304899
102,30.2,0.09765221209945465,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.31249353929234225
103,30.3,0.0976522110756487,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.31249353765421883
104,30.400000000000002,0.097652210051853,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.31249353601611185
105,30.5,0.09765220902806239,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.31249353437801297
106,30.6,0.09765220800427217,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.31249353273991476
107,30.7,0.09765220698047747,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.31249353110180933
108,30.8,0.09765220595667357,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.31249352946368913
109,30.900000000000002,0.0976522049328558,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.3124935278255468
110,31.0,0.09765220390901967,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.3124935261873751
111,31.1,0.0976522028851606,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.3124935245491666
112,31.2,0.09765220186127435,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.31249352291091465
113,31.3,0.09765220083735662,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.3124935212726123
114,31.400000000000002,0.0976521998134032,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.31249351963425287
115,31.5,0.09765219878940977,no_op,-1;0;0;0;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.3124935179958294
116,31.6,0.09765219776537237,no_op,-1;0;0;-1;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.3124935163573356
117,31.7,0.09765219674128703,no_op,-1;0;0;-1;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.3124935147187651
118,31.8,0.09765219571714978,no_op,-1;0;0;-1;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.3124935130801114
119,31.900000000000002,0.09765219469295679,no_op,-1;0;0;-1;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.3124935114413686
120,32.0,0.09765219366870423,no_op,-1;0;0;-1;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.3124935098025305
121,32.1,0.09765219264438842,no_op,-1;0;0;-1;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.31249350816359117
122,32.2,0.0976521916200057,no_op,-1;0;0;-1;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.3124935065245448
123,32.3,0.0976521905955525,no_op,-1;0;0;-1;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.3124935048853856
124,32.4,0.09765218957102534,no_op,-1;0;0;-1;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.31249350324610803
125,32.5,0.09765218854642058,no_op,-1;0;0;-1;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.31249350160670636
126,32.6,0.09765218752173509,no_op,-1;0;0;-1;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.31249349996717546
127,32.7,0.09765218649696542,no_op,-1;0;0;-1;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.3124934983275099
128,32.8,0.09765218547210824,no_op,-1;0;0;-1;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.31249349668770426
129,32.9,0.09765218444716049,no_op,-1;0;0;-1;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.31249349504775376
130,33.0,0.09765218342211886,no_op,-1;0;0;-1;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.312493493407653
131,33.1,0.09765218239698048,no_op,-1;0;0;-1;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.31249349176739744
132,33.2,0.09765218137174199,no_op,-1;0;0;-1;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.3124934901269817
133,33.3,0.09765218034640066,no_op,-1;0;0;-1;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.31249348848640135
134,33.4,0.09765217932095344,no_op,-1;0;0;-1;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.3124934868456516
135,33.5,0.0976521782953976,no_op,-1;0;0;-1;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.3124934852047281
136,33.6,0.09765217726973012,no_op,-1;0;0;-1;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.3124934835636259
137,33.7,0.0976521762439484,no_op,-1;0;0;-1;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.3124934819223409
138,33.8,0.09765217521804959,no_op,-1;0;0;-1;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.31249348028086854
139,33.9,0.09765217419203116,no_op,-1;0;0;-1;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.31249347863920485
140,34.0,0.09765217316589041,no_op,-1;0;0;-1;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.31249347699734537
141,34.1,0.09765217213962475,no_op,-1;0;0;-1;0;0;0;0;0;-1;0;0;-1;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0,0.31249347535528604
