episode,cell_class,regret,signature_mode,bayes_mode
10,off,1.0,best_memoryless_phi,belief_optimal_same_info
11,off,0.0,best_memoryless_phi,belief_optimal_same_info
12,off,0.0,best_memoryless_phi,belief_optimal_same_info
13,off,0.0,best_memoryless_phi,belief_optimal_same_info
14,off,0.0,best_memoryless_phi,belief_optimal_same_info
15,off,1.0,best_memoryless_phi,belief_optimal_same_info
16,off,1.0,best_memoryless_phi,belief_optimal_same_info
17,off,0.0,best_memoryless_phi,belief_optimal_same_info
18,off,0.0,best_memoryless_phi,belief_optimal_same_info
19,off,0.0,best_memoryless_phi,belief_optimal_same_info
20,off,0.0,best_memoryless_phi,belief_optimal_same_info
21,off,0.0,best_memoryless_phi,belief_optimal_same_info
22,off,0.0,best_memoryless_phi,belief_optimal_same_info
23,off,1.0,best_memoryless_phi,belief_optimal_same_info
24,off,1.0,best_memoryless_phi,belief_optimal_same_info
25,off,1.0,best_memoryless_phi,belief_optimal_same_info
26,off,0.0,best_memoryless_phi,belief_optimal_same_info
27,off,0.0,best_memoryless_phi,belief_optimal_same_info
28,off,0.0,best_memoryless_phi,belief_optimal_same_info
29,off,0.0,best_memoryless_phi,belief_optimal_same_info
30,off,1.0,best_memoryless_phi,belief_optimal_same_info
31,off,1.0,best_memoryless_phi,belief_optimal_same_info
32,off,0.0,best_memoryless_phi,belief_optimal_same_info
33,off,1.0,best_memoryless_phi,belief_optimal_same_info
34,off,1.0,best_memoryless_phi,belief_optimal_same_info
35,off,1.0,best_memoryless_phi,belief_optimal_same_info
36,off,0.0,best_memoryless_phi,belief_optimal_same_info
37,off,0.0,best_memoryless_phi,belief_optimal_same_info
38,off,0.0,best_memoryless_phi,belief_optimal_same_info
39,off,0.0,best_memoryless_phi,belief_optimal_same_info
40,off,1.0,best_memoryless_phi,belief_optimal_same_info
41,off,0.0,best_memoryless_phi,belief_optimal_same_info
42,off,1.0,best_memoryless_phi,belief_optimal_same_info
43,off,1.0,best_memoryless_phi,belief_optimal_same_info
44,off,1.0,best_memoryless_phi,belief_optimal_same_info
45,off,1.0,best_memoryless_phi,belief_optimal_same_info
46,off,0.0,best_memoryless_phi,belief_optimal_same_info
47,off,0.0,best_memoryless_phi,belief_optimal_same_info
48,off,0.0,best_memoryless_phi,belief_optimal_same_info
49,off,1.0,best_memoryless_phi,belief_optimal_same_info
50,off,1.0,best_memoryless_phi,belief_optimal_same_info
51,off,0.0,best_memoryless_phi,belief_optimal_same_info
52,off,0.0,best_memoryless_phi,belief_optimal_same_info
53,off,1.0,best_memoryless_phi,belief_optimal_same_info
54,off,0.0,best_memoryless_phi,belief_optimal_same_info
55,off,1.0,best_memoryless_phi,belief_optimal_same_info
56,off,0.0,best_memoryless_phi,belief_optimal_same_info
57,off,0.0,best_memoryless_phi,belief_optimal_same_info
58,off,0.0,best_memoryless_phi,belief_optimal_same_info
59,off,1.0,best_memoryless_phi,belief_optimal_same_info
60,off,1.0,best_memoryless_phi,belief_optimal_same_info
61,off,0.0,best_memoryless_phi,belief_optimal_same_info
62,off,0.0,best_memoryless_phi,belief_optimal_same_info
63,off,0.0,best_memoryless_phi,belief_optimal_same_info
64,off,0.0,best_memoryless_phi,belief_optimal_same_info
65,off,1.0,best_memoryless_phi,belief_optimal_same_info
66,off,-1.0,best_memoryless_phi,belief_optimal_same_info
67,off,1.0,best_memoryless_phi,belief_optimal_same_info
68,off,0.0,best_memoryless_phi,belief_optimal_same_info
69,off,0.0,best_memoryless_phi,belief_optimal_same_info
70,off,1.0,best_memoryless_phi,belief_optimal_same_info
71,off,0.0,best_memoryless_phi,belief_optimal_same_info
72,off,0.0,best_memoryless_phi,belief_optimal_same_info
73,off,0.0,best_memoryless_phi,belief_optimal_same_info
74,off,0.0,best_memoryless_phi,belief_optimal_same_info
75,off,0.0,best_memoryless_phi,belief_optimal_same_info
76,off,1.0,best_memoryless_phi,belief_optimal_same_info
77,off,1.0,best_memoryless_phi,belief_optimal_same_info
78,off,0.0,best_memoryless_phi,belief_optimal_same_info
79,off,0.0,best_memoryless_phi,belief_optimal_same_info
80,off,1.0,best_memoryless_phi,belief_optimal_same_info
81,off,-1.0,best_memoryless_phi,belief_optimal_same_info
82,off,1.0,best_memoryless_phi,belief_optimal_same_info
83,off,-1.0,best_memoryless_phi,belief_optimal_same_info
84,off,0.0,best_memoryless_phi,belief_optimal_same_info
85,off,0.0,best_memoryless_phi,belief_optimal_same_info
86,off,1.0,best_memoryless_phi,belief_optimal_same_info
87,off,1.0,best_memoryless_phi,belief_optimal_same_info
88,off,1.0,best_memoryless_phi,belief_optimal_same_info
89,off,0.0,best_memoryless_phi,belief_optimal_same_info
90,off,0.0,best_memoryless_phi,belief_optimal_same_info
91,off,0.0,best_memoryless_phi,belief_optimal_same_info
92,off,0.0,best_memoryless_phi,belief_optimal_same_info
93,off,-1.0,best_memoryless_phi,belief_optimal_same_info
94,off,1.0,best_memoryless_phi,belief_optimal_same_info
95,off,1.0,best_memoryless_phi,belief_optimal_same_info
96,off,-1.0,best_memoryless_phi,belief_optimal_same_info
97,off,0.0,best_memoryless_phi,belief_optimal_same_info
98,off,1.0,best_memoryless_phi,belief_optimal_same_info
99,off,-1.0,best_memoryless_phi,belief_optimal_same_info
100,off,1.0,best_memoryless_phi,belief_optimal_same_info
101,off,0.0,best_memoryless_phi,belief_optimal_same_info
102,off,0.0,best_memoryless_phi,belief_optimal_same_info
103,off,1.0,best_memoryless_phi,belief_optimal_same_info
104,off,0.0,best_memoryless_phi,belief_optimal_same_info
105,off,1.0,best_memoryless_phi,belief_optimal_same_info
106,off,1.0,best_memoryless_phi,belief_optimal_same_info
107,off,0.0,best_memoryless_phi,belief_optimal_same_info
108,off,-1.0,best_memoryless_phi,belief_optimal_same_info
109,off,0.0,best_memoryless_phi,belief_optimal_same_info
110,off,1.0,best_memoryless_phi,belief_optimal_same_info
111,off,0.0,best_memoryless_phi,belief_optimal_same_info
112,off,0.0,best_memoryless_phi,belief_optimal_same_info
113,off,1.0,best_memoryless_phi,belief_optimal_same_info
114,off,0.0,best_memoryless_phi,belief_optimal_same_info
115,off,0.0,best_memoryless_phi,belief_optimal_same_info
116,off,0.0,best_memoryless_phi,belief_optimal_same_info
117,off,1.0,best_memoryless_phi,belief_optimal_same_info
118,off,0.0,best_memoryless_phi,belief_optimal_same_info
119,off,1.0,best_memoryless_phi,belief_optimal_same_info
120,off,-1.0,best_memoryless_phi,belief_optimal_same_info
121,off,1.0,best_memoryless_phi,belief_optimal_same_info
122,off,0.0,best_memoryless_phi,belief_optimal_same_info
123,off,1.0,best_memoryless_phi,belief_optimal_same_info
124,off,-1.0,best_memoryless_phi,belief_optimal_same_info
125,off,0.0,best_memoryless_phi,belief_optimal_same_info
126,off,1.0,best_memoryless_phi,belief_optimal_same_info
127,off,0.0,best_memoryless_phi,belief_optimal_same_info
128,off,1.0,best_memoryless_phi,belief_optimal_same_info
129,off,1.0,best_memoryless_phi,belief_optimal_same_info
130,off,0.0,best_memoryless_phi,belief_optimal_same_info
131,off,1.0,best_memoryless_phi,belief_optimal_same_info
132,off,0.0,best_memoryless_phi,belief_optimal_same_info
133,off,0.0,best_memoryless_phi,belief_optimal_same_info
134,off,1.0,best_memoryless_phi,belief_optimal_same_info
135,off,1.0,best_memoryless_phi,belief_optimal_same_info
136,off,1.0,best_memoryless_phi,belief_optimal_same_info
137,off,1.0,best_memoryless_phi,belief_optimal_same_info
138,off,0.0,best_memoryless_phi,belief_optimal_same_info
139,off,1.0,best_memoryless_phi,belief_optimal_same_info
140,off,0.0,best_memoryless_phi,belief_optimal_same_info
141,off,0.0,best_memoryless_phi,belief_optimal_same_info
142,off,1.0,best_memoryless_phi,belief_optimal_same_info
143,off,1.0,best_memoryless_phi,belief_optimal_same_info
144,off,1.0,best_memoryless_phi,belief_optimal_same_info
145,off,0.0,best_memoryless_phi,belief_optimal_same_info
146,off,1.0,best_memoryless_phi,belief_optimal_same_info
147,off,-1.0,best_memoryless_phi,belief_optimal_same_info
148,off,1.0,best_memoryless_phi,belief_optimal_same_info
149,off,1.0,best_memoryless_phi,belief_optimal_same_info
150,off,0.0,best_memoryless_phi,belief_optimal_same_info
151,off,0.0,best_memoryless_phi,belief_optimal_same_info
152,off,0.0,best_memoryless_phi,belief_optimal_same_info
153,off,0.0,best_memoryless_phi,belief_optimal_same_info
154,off,0.0,best_memoryless_phi,belief_optimal_same_info
155,off,1.0,best_memoryless_phi,belief_optimal_same_info
156,off,1.0,best_memoryless_phi,belief_optimal_same_info
157,off,1.0,best_memoryless_phi,belief_optimal_same_info
158,off,1.0,best_memoryless_phi,belief_optimal_same_info
159,off,1.0,best_memoryless_phi,belief_optimal_same_info
160,off,0.0,best_memoryless_phi,belief_optimal_same_info
161,off,1.0,best_memoryless_phi,belief_optimal_same_info
162,off,1.0,best_memoryless_phi,belief_optimal_same_info
163,off,1.0,best_memoryless_phi,belief_optimal_same_info
164,off,1.0,best_memoryless_phi,belief_optimal_same_info
165,off,1.0,best_memoryless_phi,belief_optimal_same_info
166,off,0.0,best_memoryless_phi,belief_optimal_same_info
167,off,1.0,best_memoryless_phi,belief_optimal_same_info
168,off,0.0,best_memoryless_phi,belief_optimal_same_info
169,off,0.0,best_memoryless_phi,belief_optimal_same_info
170,off,0.0,best_memoryless_phi,belief_optimal_same_info
171,off,1.0,best_memoryless_phi,belief_optimal_same_info
172,off,1.0,best_memoryless_phi,belief_optimal_same_info
173,off,1.0,best_memoryless_phi,belief_optimal_same_info
174,off,1.0,best_memoryless_phi,belief_optimal_same_info
175,off,0.0,best_memoryless_phi,belief_optimal_same_info
176,off,1.0,best_memoryless_phi,belief_optimal_same_info
177,off,-1.0,best_memoryless_phi,belief_optimal_same_info
178,off,1.0,best_memoryless_phi,belief_optimal_same_info
179,off,0.0,best_memoryless_phi,belief_optimal_same_info
180,off,1.0,best_memoryless_phi,belief_optimal_same_info
181,off,0.0,best_memoryless_phi,belief_optimal_same_info
182,off,0.0,best_memoryless_phi,belief_optimal_same_info
183,off,0.0,best_memoryless_phi,belief_optimal_same_info
184,off,1.0,best_memoryless_phi,belief_optimal_same_info
185,off,0.0,best_memoryless_phi,belief_optimal_same_info
186,off,-1.0,best_memoryless_phi,belief_optimal_same_info
187,off,1.0,best_memoryless_phi,belief_optimal_same_info
188,off,1.0,best_memoryless_phi,belief_optimal_same_info
189,off,0.0,best_memoryless_phi,belief_optimal_same_info
190,off,0.0,best_memoryless_phi,belief_optimal_same_info
191,off,1.0,best_memoryless_phi,belief_optimal_same_info
192,off,1.0,best_memoryless_phi,belief_optimal_same_info
193,off,1.0,best_memoryless_phi,belief_optimal_same_info
194,off,-1.0,best_memoryless_phi,belief_optimal_same_info
195,off,1.0,best_memoryless_phi,belief_optimal_same_info
196,off,1.0,best_memoryless_phi,belief_optimal_same_info
197,off,1.0,best_memoryless_phi,belief_optimal_same_info
198,off,1.0,best_memoryless_phi,belief_optimal_same_info
199,off,1.0,best_memoryless_phi,belief_optimal_same_info
