sample_i,sample_j,signature_distance,high_mode_distance,e_pair,action_i,action_j,action_agree
4,11284,0.04125129417058519,0.012369972301650158,0.7156800865929573,1,0,False
4,15258,0.04235232218376917,0.01855215813992869,0.7152214166925641,1,1,True
4,29199,0.042719183713352885,0.016065567607870784,0.7155111317656467,1,0,False
4,39805,0.043026205110395586,0.02027705911192369,0.7154249726501423,1,0,False
4,42466,0.04314485491333037,0.013447732704908974,0.7156837963232705,1,0,False
4,6639,0.04354952112991035,0.012499245984624853,0.7155634313440165,1,1,True
4,37821,0.04391128785909832,0.013166591461632283,0.7155602200842395,1,1,True
5,42468,0.023969478760262754,0.011736375567089698,0.7154702039409386,1,1,True
5,33173,0.02665195977801087,0.013370518827388315,0.715477234423237,1,1,True
5,26539,0.028145225258263934,0.013029829015933182,0.7153686296266203,1,1,True
5,39807,0.030351274432557383,0.014629637131684975,0.7156644364517482,1,1,True
5,1991,0.031051530040919283,0.015586311559257496,0.7154791692911949,1,1,True
5,35834,0.03113084527585409,0.013521175989132552,0.7153654674133423,1,1,True
5,4653,0.03167993663423906,0.014934646792113258,0.7158189400260019,1,1,True
5,33174,0.03324776047303115,0.012153959911809568,0.7161338616428445,1,1,True
5,19905,0.034491936574956146,0.013731279657407787,0.7153421375512131,1,1,True
5,8625,0.0347064462578563,0.016837585447863894,0.7156673600488737,1,1,True
5,29201,0.03546641021237369,0.01779162177536458,0.7155826586380061,1,1,True
5,35835,0.035611592388177536,0.017072607814415608,0.715815448840772,1,1,True
5,11287,0.036073494761663306,0.014934369030711834,0.7161221018618351,1,1,True
5,1992,0.03625267647620773,0.014015173323076627,0.7161382477866625,1,1,True
5,46441,0.037415288399936,0.016558850987303506,0.7159250312222871,1,1,True
5,22567,0.039150973500618046,0.019025767328696742,0.7154254643445735,1,1,True
5,42469,0.03921370479019319,0.01689930094952816,0.7161177543174027,1,1,True
5,46440,0.039801194434246005,0.01972745482939531,0.7153965426556047,1,1,True
5,37822,0.04073446910618585,0.012044805917077425,0.7166246735738316,1,1,True
5,42467,0.04082615373308044,0.012749249202872565,0.7153739079715946,1,0,False
5,29200,0.041066492241813406,0.01587902874848461,0.7153429647341927,1,1,True
5,15259,0.041375189063595164,0.01869044761819177,0.7159288663181349,1,1,True
5,39806,0.04230025775538681,0.019613067016351765,0.7153418005515382,1,1,True
6,42469,0.023887743928293126,0.011800251547689117,0.7168337668032672,1,1,True
6,33174,0.02669304081520915,0.013294742828373927,0.716849874128709,1,1,True
6,26540,0.027672861588146733,0.012650504640630824,0.716544412253693,1,1,True
6,39808,0.030154584446104075,0.014754115248057342,0.7172172430111622,1,1,True
6,35835,0.03033060191739536,0.013675717224033887,0.7165314613266365,1,1,True
6,1992,0.03110544074603262,0.015513752106376937,0.716854260272527,1,1,True
6,4654,0.031338113030967944,0.014644792249688607,0.7174744643441806,1,1,True
6,33175,0.031357764638930044,0.01231781922852349,0.7179414349436025,1,1,True
6,19906,0.033046920447315914,0.012967904144714952,0.7163081425342639,1,1,True
6,1993,0.034487244896434545,0.014231540370498187,0.7179475768485809,1,1,True
6,8626,0.034531510001364375,0.016967962688586538,0.7172223804899178,1,1,True
6,11288,0.034804782843857754,0.014429778031210328,0.7179249281387892,1,1,True
6,35836,0.03535664811150753,0.016793770502814515,0.7174689206877496,1,1,True
6,29202,0.03554374826177821,0.017732256163008067,0.7170676458220993,1,1,True
6,46442,0.036501813966129094,0.016800337151443537,0.7176384318006613,1,1,True
6,42470,0.0381188005929382,0.01640934517951483,0.7179188108496151,1,1,True
6,42468,0.038203059508619824,0.012464961635706123,0.7161862164268031,1,1,True
6,22568,0.03895420534784059,0.019142124381820856,0.7167234077153424,1,1,True
6,29201,0.03934417360500677,0.015993022505916592,0.7162986711238706,1,1,True
6,46441,0.0397216877147,0.019472479017117364,0.7166410437081516,1,1,True
6,44454,0.039826665007820894,0.012834835149982904,0.716145638576333,1,1,True
6,17922,0.0403926472482596,0.0148953720336425,0.7184151478976919,1,1,True
7,42470,0.023897280230748098,0.011900082547353077,0.7190524022322546,1,1,True
7,4654,0.025696747134374205,0.011751713950431697,0.7186080557268201,1,1,True
7,33175,0.02680956631427471,0.013304448586199185,0.719075026326242,1,1,True
7,26541,0.02725482791099771,0.01244726303515179,0.7186230251013837,1,1,True
7,35836,0.029655920053579653,0.013884123701500115,0.7186025120703892,1,1,True
7,33176,0.029659722080605157,0.012513747226357026,0.7204452395772529,1,1,True
7,39809,0.030083273624171868,0.014908368299743626,0.7195664751132118,1,1,True
7,4655,0.031071178189598005,0.014563982599562425,0.7198894237389006,1,1,True
