bin_key,n,no_op_count,damp_low_band_count,majority_action,minority_fraction,evaluated,fiber_incompatible
18;18;60;13;16;8;8;0;98;0;3;0;25;27;0;12;12;0;15;27;16;18;16;8;0;0;6;4;1;0;0;1,133,133,0,no_op,0.0,True,False
18;18;111;111;3;15;1;13;98;0;3;0;35;58;14;15;15;14;5;58;5;11;5;16;0;0;6;5;0;1;0;0,132,132,0,no_op,0.0,True,False
18;18;123;72;8;16;0;8;98;0;3;0;40;47;16;4;4;16;0;47;0;19;0;7;0;0;4;0;1;1;1;5,132,132,0,no_op,0.0,True,False
18;18;67;13;16;9;7;0;98;0;3;0;27;28;0;10;10;0;13;28;16;20;16;6;0;0;6;5;1;0;0;0,132,132,0,no_op,0.0,True,False
18;18;121;61;10;16;0;6;98;0;3;0;40;44;14;2;2;14;0;44;0;22;0;4;0;0;2;0;1;1;2;5,131,131,0,no_op,0.0,True,False
18;18;66;136;0;9;7;16;98;0;3;0;21;63;1;13;13;1;19;63;16;17;16;9;0;0;0;2;0;1;5;3,131,131,0,no_op,0.0,True,False
18;18;0;81;7;0;16;9;98;0;3;0;4;44;16;3;3;16;36;44;0;20;0;6;0;0;3;6;0;0;3;0,130,130,0,no_op,0.0,True,False
18;18;53;14;16;7;9;0;98;0;3;0;23;27;1;14;14;1;17;27;16;16;16;10;0;0;6;3;1;0;0;2,130,130,0,no_op,0.0,True,False
18;18;95;23;15;13;3;1;98;0;3;0;35;32;2;2;2;2;5;32;11;26;11;0;0;0;1;6;1;0;4;0,130,130,0,no_op,0.0,True,False
18;18;0;70;9;0;16;7;98;0;3;0;5;41;17;6;6;17;35;41;0;17;0;9;0;0;1;6;0;0;4;0,129,129,0,no_op,0.0,True,False
18;18;49;14;16;6;10;0;98;0;3;0;22;27;2;15;15;2;18;27;15;15;15;11;0;0;6;2;1;0;0;2,129,129,0,no_op,0.0,True,False
18;18;69;136;0;9;7;16;98;0;3;0;22;63;1;14;14;1;18;63;16;16;16;10;0;0;0;3;0;1;5;3,129,129,0,no_op,0.0,True,False
18;18;6;47;12;0;16;4;98;0;3;0;8;35;16;13;13;16;32;35;3;12;3;14;0;0;0;2;0;0;5;3,129,129,0,no_op,0.0,True,False
18;18;71;14;16;9;7;0;98;0;3;0;28;28;0;9;9;0;12;28;16;21;16;5;0;0;5;6;1;0;1;0,129,129,0,no_op,0.0,True,False
18;18;119;97;5;16;0;11;98;0;3;0;38;54;17;11;11;17;2;54;2;13;2;13;0;0;6;3;1;1;0;2,128,128,0,no_op,0.0,True,False
18;18;61;13;16;8;8;0;98;0;3;0;25;27;0;12;12;0;15;27;16;18;16;8;0;0;6;4;1;0;0;1,128,128,0,no_op,0.0,True,False
18;18;55;136;0;7;9;16;98;0;3;0;18;63;0;10;10;0;22;63;16;20;16;6;0;0;0;1;0;1;4;4,127,127,0,no_op,0.0,True,False
18;18;0;84;7;0;16;9;98;0;3;0;4;45;15;3;3;15;36;45;0;21;0;5;0;0;3;6;0;0;2;0,126,126,0,no_op,0.0,True,False
18;18;100;27;15;13;3;1;98;0;3;0;36;33;3;1;1;3;4;33;10;27;10;0;0;0;0;5;1;0;4;1,126,126,0,no_op,0.0,True,False
18;18;122;82;7;16;0;9;98;0;3;0;40;50;17;7;7;17;0;50;0;17;0;10;0;0;5;0;1;1;0;4,126,126,0,no_op,0.0,True,False
18;18;59;136;0;8;8;16;98;0;3;0;19;63;0;11;11;0;21;63;16;19;16;7;0;0;0;1;0;1;4;4,126,126,0,no_op,0.0,True,False
18;18;77;134;0;10;6;16;98;0;3;0;24;63;3;15;15;3;16;63;15;14;15;12;0;0;0;4;0;1;5;2,126,126,0,no_op,0.0,True,False
18;18;118;50;11;16;0;5;98;0;3;0;40;41;11;0;0;11;0;41;2;25;2;2;0;0;0;1;1;1;4;4,125,125,0,no_op,0.0,True,False
18;18;23;26;15;3;13;1;98;0;3;0;14;29;10;17;17;10;26;29;10;10;10;16;0;0;3;0;0;0;2;5,125,125,0,no_op,0.0,True,False
18;18;31;21;15;4;12;1;98;0;3;0;16;28;7;17;17;7;24;28;12;11;12;15;0;0;4;0;0;0;1;4,125,125,0,no_op,0.0,True,False
18;18;45;134;0;6;10;16;98;0;3;0;15;62;0;7;7;0;25;62;15;23;15;4;0;0;2;0;0;1;3;5,123,123,0,no_op,0.0,True,False
18;18;4;51;11;0;16;5;98;0;3;0;7;36;17;12;12;17;33;36;2;13;2;14;0;0;0;3;0;0;5;3,123,123,0,no_op,0.0,True,False
18;18;122;86;6;16;0;10;98;0;3;0;39;51;17;8;8;17;1;51;0;16;0;11;0;0;6;1;1;1;0;3,122,122,0,no_op,0.0,True,False
18;18;15;116;2;2;14;14;98;0;3;0;7;55;6;0;0;6;33;55;7;27;7;0;0;0;6;2;0;0;0;2,122,122,0,no_op,0.0,True,False
18;18;122;67;9;16;0;7;98;0;3;0;40;46;15;3;3;15;0;46;0;21;0;6;0;0;3;0;1;1;2;5,121,121,0,no_op,0.0,True,False
18;18;0;66;9;0;16;7;98;0;3;0;5;40;17;7;7;17;35;40;0;16;0;10;0;0;0;5;0;0;4;1,120,120,0,no_op,0.0,True,False
18;18;28;127;1;3;13;15;98;0;3;0;10;59;2;2;2;2;30;59;11;26;11;0;0;0;5;0;0;0;0;4,119,119,0,no_op,0.0,True,False
18;18;123;81;7;16;0;9;98;0;3;0;40;50;17;7;7;17;0;50;0;17;0;9;0;0;5;0;1;1;0;4,118,118,0,no_op,0.0,True,False
18;18;20;121;2;2;14;14;98;0;3;0;8;57;4;1;1;4;32;57;9;27;9;0;0;0;6;1;0;0;0;3,118,118,0,no_op,0.0,True,False
18;18;0;73;8;0;16;8;98;0;3;0;5;42;17;5;5;17;35;42;0;18;0;8;0;0;1;6;0;0;4;0,117,117,0,no_op,0.0,True,False
18;18;105;31;14;14;2;2;98;0;3;0;37;35;5;0;0;5;3;35;8;27;8;0;0;0;0;4;1;0;5;2,117,117,0,no_op,0.0,True,False
18;18;120;55;11;16;0;5;98;0;3;0;40;42;13;1;1;13;0;42;1;24;1;3;0;0;1;0;1;1;3;5,116,116,0,no_op,0.0,True,False
18;18;56;13;16;7;9;0;98;0;3;0;24;27;1;13;13;1;16;27;16;17;16;9;0;0;6;3;1;0;0;1,116,116,0,no_op,0.0,True,False
18;18;51;14;16;7;9;0;98;0;3;0;22;27;2;14;14;2;18;27;16;16;16;11;0;0;6;3;1;0;0;2,115,115,0,no_op,0.0,True,False
18;18;7;45;12;1;15;4;98;0;3;0;8;34;16;13;13;16;32;34;3;12;3;15;0;0;0;2;0;0;4;3,115,115,0,no_op,0.0,True,False
18;18;103;120;2;14;2;14;98;0;3;0;32;60;11;17;17;11;8;60;8;10;8;16;0;0;4;6;0;1;2;0,114,114,0,no_op,0.0,True,False
18;18;119;53;11;16;0;5;98;0;3;0;40;42;12;0;0;12;0;42;2;24;2;2;0;0;1;0;1;1;3;4,114,114,0,no_op,0.0,True,False
18;18;82;17;16;11;5;0;98;0;3;0;31;29;0;6;6;0;9;29;14;24;14;3;0;0;3;6;1;0;2;0,114,114,0,no_op,0.0,True,False
18;18;92;21;15;12;4;1;98;0;3;0;34;31;1;3;3;1;6;31;12;26;12;1;0;0;2;6;1;0;4;0,114,114,0,no_op,0.0,True,False
18;18;121;89;6;16;0;10;98;0;3;0;39;52;17;9;9;17;1;52;0;15;0;11;0;0;6;1;1;1;0;3,112,112,0,no_op,0.0,True,False
18;18;51;136;0;7;9;16;98;0;3;0;17;62;0;9;9;0;23;62;16;21;16;5;0;0;1;0;0;1;3;4,112,112,0,no_op,0.0,True,False
18;18;75;15;16;10;6;0;98;0;3;0;29;28;0;8;8;0;11;28;15;22;15;4;0;0;5;6;1;0;1;0,112,112,0,no_op,0.0,True,False
18;18;0;85;7;0;16;9;98;0;3;0;4;45;15;2;2;15;36;45;0;21;0;5;0;0;3;6;0;0;2;0,111,111,0,no_op,0.0,True,False
18;18;3;95;5;0;16;11;98;0;3;0;5;48;13;1;1;13;35;48;1;24;1;3;0;0;5;6;0;0;1;0,110,110,0,no_op,0.0,True,False
18;18;6;103;4;0;16;12;98;0;3;0;5;51;10;0;0;10;35;51;3;25;3;1;0;0;6;5;0;0;0;0,110,110,0,no_op,0.0,True,False
18;18;2;58;10;0;16;6;98;0;3;0;6;38;17;10;10;17;34;38;1;14;1;12;0;0;0;4;0;0;5;2,109,109,0,no_op,0.0,True,False
18;18;112;110;3;15;1;13;98;0;3;0;35;58;14;15;15;14;5;58;5;11;5;16;0;0;6;5;0;1;0;0,108,108,0,no_op,0.0,True,False
18;18;114;106;4;15;1;12;98;0;3;0;36;57;15;14;14;15;4;57;4;11;4;15;0;0;6;4;0;1;0;1,108,108,0,no_op,0.0,True,False
18;18;95;126;1;13;3;15;98;0;3;0;30;62;8;17;17;8;10;62;11;11;11;15;0;0;2;6;0;1;3;0,108,108,0,no_op,0.0,True,False
18;18;110;37;13;15;1;3;98;0;3;0;38;37;7;0;0;7;2;37;6;27;6;0;0;0;0;3;1;0;5;3,107,107,0,no_op,0.0,True,False
18;18;34;19;16;4;12;0;98;0;3;0;17;28;6;17;17;6;23;28;13;12;13;14;0;0;5;0;0;0;0;4,107,107,0,no_op,0.0,True,False
18;18;10;40;13;1;15;3;98;0;3;0;9;33;15;15;15;15;31;33;5;11;5;15;0;0;0;1;0;0;4;4,106,106,0,no_op,0.0,True,False
18;18;121;88;6;16;0;10;98;0;3;0;39;52;17;9;9;17;1;52;0;15;0;11;0;0;6;1;1;1;0;3,105,105,0,no_op,0.0,True,False
18;18;46;15;16;6;10;0;98;0;3;0;21;27;3;15;15;3;19;27;15;14;15;12;0;0;6;2;1;0;0;3,104,104,0,no_op,0.0,True,False
18;18;18;119;2;2;14;14;98;0;3;0;8;56;5;0;0;5;32;56;8;27;8;0;0;0;6;2;0;0;0;3,103,103,0,no_op,0.0,True,False
18;18;80;16;16;11;5;0;98;0;3;0;31;29;0;6;6;0;9;29;15;23;15;3;0;0;4;6;1;0;2;0,103,103,0,no_op,0.0,True,False
18;18;89;130;0;12;4;16;98;0;3;0;28;62;6;17;17;6;12;62;13;12;13;15;0;0;1;6;0;1;4;0,103,103,0,no_op,0.0,True,False
18;18;119;96;5;16;0;11;98;0;3;0;38;54;17;11;11;17;2;54;1;13;1;13;0;0;6;3;1;1;0;2,102,102,0,no_op,0.0,True,False
18;18;123;80;7;16;0;9;98;0;3;0;40;50;17;6;6;17;0;50;0;17;0;9;0;0;5;0;1;1;0;4,102,102,0,no_op,0.0,True,False
18;18;23;123;1;3;13;15;98;0;3;0;9;57;3;1;1;3;31;57;10;27;10;0;0;0;6;1;0;0;0;4,102,102,0,no_op,0.0,True,False
18;18;48;135;0;6;10;16;98;0;3;0;16;62;0;8;8;0;24;62;15;22;15;4;0;0;1;0;0;1;3;5,102,102,0,no_op,0.0,True,False
18;18;62;136;0;8;8;16;98;0;3;0;20;63;0;12;12;0;20;63;16;18;16;8;0;0;0;2;0;1;4;3,102,102,0,no_op,0.0,True,False
18;18;117;101;4;16;0;12;98;0;3;0;37;55;16;12;12;16;3;55;2;12;2;14;0;0;6;3;1;1;0;1,101,101,0,no_op,0.0,True,False
18;18;16;33;14;2;14;2;98;0;3;0;11;31;12;16;16;12;29;31;7;10;7;16;0;0;1;0;0;0;3;5,101,101,0,no_op,0.0,True,False
18;18;63;136;0;8;8;16;98;0;3;0;20;63;0;12;12;0;20;63;16;18;16;8;0;0;0;2;0;1;4;3,101,101,0,no_op,0.0,True,False
18;18;20;29;14;2;14;2;98;0;3;0;13;30;11;17;17;11;27;30;9;10;9;16;0;0;2;0;0;0;2;5,100,100,0,no_op,0.0,True,False
18;18;37;18;16;5;11;0;98;0;3;0;18;28;5;17;17;5;22;28;13;12;13;14;0;0;5;0;0;0;0;4,100,100,0,no_op,0.0,True,False
18;18;9;107;4;1;15;12;98;0;3;0;6;52;9;0;0;9;34;52;4;26;4;0;0;0;6;4;0;0;0;1,100,100,0,no_op,0.0,True,False
18;18;11;111;3;1;15;13;98;0;3;0;6;53;8;0;0;8;34;53;5;26;5;0;0;0;6;3;0;0;0;1,99,99,0,no_op,0.0,True,False
18;18;39;132;0;5;11;16;98;0;3;0;13;61;0;5;5;0;27;61;14;24;14;2;0;0;3;0;0;1;2;5,99,99,0,no_op,0.0,True,False
18;18;116;47;12;16;0;4;98;0;3;0;40;40;10;0;0;10;0;40;3;25;3;1;0;0;0;1;1;0;4;4,98,98,0,no_op,0.0,True,False
18;18;25;25;15;3;13;1;98;0;3;0;14;29;9;17;17;9;26;29;10;11;10;16;0;0;3;0;0;0;1;5,98,98,0,no_op,0.0,True,False
18;18;3;96;5;0;16;11;98;0;3;0;5;49;12;0;0;12;35;49;2;24;2;2;0;0;5;6;0;0;1;0,98,98,0,no_op,0.0,True,False
18;18;89;20;16;12;4;0;98;0;3;0;33;31;1;4;4;1;7;31;13;25;13;1;0;0;2;6;1;0;3;0,98,98,0,no_op,0.0,True,False
18;18;123;70;9;16;0;7;98;0;3;0;40;47;16;4;4;16;0;47;0;20;0;6;0;0;4;0;1;1;1;5,97,97,0,no_op,0.0,True,False
18;18;35;19;16;4;12;0;98;0;3;0;17;28;6;17;17;6;23;28;13;12;13;14;0;0;5;0;0;0;0;4,97,97,0,no_op,0.0,True,False
18;18;81;133;0;11;5;16;98;0;3;0;25;63;4;16;16;4;15;63;14;13;14;13;0;0;0;5;0;1;5;1,97,97,0,no_op,0.0,True,False
18;18;122;63;10;16;0;6;98;0;3;0;40;45;15;2;2;15;0;45;0;22;0;5;0;0;2;0;1;1;2;5,96,96,0,no_op,0.0,True,False
18;18;90;129;0;12;4;15;98;0;3;0;28;62;7;17;17;7;12;62;12;12;12;15;0;0;1;6;0;1;4;0,96,96,0,no_op,0.0,True,False
18;18;122;85;7;16;0;9;98;0;3;0;40;51;17;8;8;17;0;51;0;16;0;10;0;0;6;1;1;1;0;3,95,95,0,no_op,0.0,True,False
18;18;26;125;1;3;13;15;98;0;3;0;10;58;2;2;2;2;30;58;11;26;11;0;0;0;5;0;0;0;0;4,95,95,0,no_op,0.0,True,False
18;18;27;126;1;3;13;15;98;0;3;0;10;58;2;2;2;2;30;58;11;26;11;0;0;0;5;0;0;0;0;4,95,95,0,no_op,0.0,True,False
18;18;11;110;3;1;15;13;98;0;3;0;6;53;8;0;0;8;34;53;5;26;5;0;0;0;6;3;0;0;0;1,94,94,0,no_op,0.0,True,False
18;18;1;60;10;0;16;6;98;0;3;0;6;38;17;9;9;17;34;38;0;15;0;12;0;0;0;4;0;0;5;1,94,94,0,no_op,0.0,True,False
18;18;4;97;5;0;16;11;98;0;3;0;5;49;12;0;0;12;35;49;2;24;2;2;0;0;5;6;0;0;1;0,94,94,0,no_op,0.0,True,False
18;18;70;14;16;9;7;0;98;0;3;0;28;28;0;9;9;0;12;28;16;21;16;6;0;0;5;5;1;0;1;0,94,94,0,no_op,0.0,True,False
18;18;102;121;2;14;2;14;98;0;3;0;32;60;11;17;17;11;8;60;9;10;9;16;0;0;4;6;0;1;2;0,93,93,0,no_op,0.0,True,False
18;18;27;23;15;3;13;1;98;0;3;0;15;29;8;17;17;8;25;29;11;11;11;15;0;0;4;0;0;0;1;5,93,93,0,no_op,0.0,True,False
18;18;104;119;2;14;2;14;98;0;3;0;33;60;12;17;17;12;7;60;8;10;8;16;0;0;4;6;0;1;2;0,92,92,0,no_op,0.0,True,False
18;18;111;39;13;15;1;3;98;0;3;0;39;37;8;0;0;8;1;37;5;26;5;0;0;0;0;3;1;0;5;3,92,92,0,no_op,0.0,True,False
18;18;121;59;10;16;0;6;98;0;3;0;40;43;14;1;1;14;0;43;1;23;1;4;0;0;2;0;1;1;3;5,92,92,0,no_op,0.0,True,False
18;18;122;64;9;16;0;7;98;0;3;0;40;45;15;2;2;15;0;45;0;21;0;5;0;0;3;0;1;1;2;5,92,92,0,no_op,0.0,True,False
18;18;65;13;16;9;7;0;98;0;3;0;26;28;0;11;11;0;14;28;16;19;16;7;0;0;6;5;1;0;0;0,92,92,0,no_op,0.0,True,False
18;18;6;48;12;0;16;4;98;0;3;0;8;35;16;13;13;16;32;35;3;12;3;14;0;0;0;2;0;0;5;3,92,92,0,no_op,0.0,True,False
18;18;78;15;16;10;6;0;98;0;3;0;30;29;0;7;7;0;10;29;15;23;15;4;0;0;4;6;1;0;2;0,92,92,0,no_op,0.0,True,False
18;18;96;126;1;13;3;15;98;0;3;0;30;62;9;17;17;9;10;62;11;11;11;16;0;0;2;6;0;1;3;0,92,92,0,no_op,0.0,True,False
18;18;122;87;6;16;0;10;98;0;3;0;39;52;17;8;8;17;1;52;0;15;0;11;0;0;6;1;1;1;0;3,91,91,0,no_op,0.0,True,False
18;18;123;69;9;16;0;7;98;0;3;0;40;46;16;3;3;16;0;46;0;20;0;6;0;0;3;0;1;1;1;5,91,91,0,no_op,0.0,True,False
18;18;41;133;0;5;11;16;98;0;3;0;14;61;0;6;6;0;26;61;14;24;14;3;0;0;2;0;0;1;2;5,91,91,0,no_op,0.0,True,False
18;18;50;135;0;6;10;16;98;0;3;0;16;62;0;9;9;0;24;62;16;21;16;5;0;0;1;0;0;1;3;5,91,91,0,no_op,0.0,True,False
18;18;52;14;16;7;9;0;98;0;3;0;23;27;2;14;14;2;17;27;16;16;16;10;0;0;6;3;1;0;0;2,91,91,0,no_op,0.0,True,False
18;18;119;95;5;16;0;11;98;0;3;0;38;54;17;11;11;17;2;54;1;13;1;13;0;0;6;2;1;1;0;2,90,90,0,no_op,0.0,True,False
18;18;120;92;6;16;0;10;98;0;3;0;39;53;17;10;10;17;1;53;1;14;1;12;0;0;6;2;1;1;0;3,90,90,0,no_op,0.0,True,False
18;18;19;30;14;2;14;2;98;0;3;0;12;30;11;17;17;11;28;30;8;10;8;16;0;0;2;0;0;0;2;5,90,90,0,no_op,0.0,True,False
18;18;33;20;16;4;12;0;98;0;3;0;17;28;6;17;17;6;23;28;13;12;13;15;0;0;5;0;0;0;0;4,90,90,0,no_op,0.0,True,False
18;18;0;80;7;0;16;9;98;0;3;0;4;44;16;4;4;16;36;44;0;20;0;6;0;0;2;6;0;0;3;0,89,89,0,no_op,0.0,True,False
18;18;5;100;5;0;16;11;98;0;3;0;5;50;11;0;0;11;35;50;2;25;2;2;0;0;6;5;0;0;0;0,89,89,0,no_op,0.0,True,False
18;18;5;101;4;0;16;12;98;0;3;0;5;50;11;0;0;11;35;50;3;25;3;1;0;0;6;5;0;0;0;0,89,89,0,no_op,0.0,True,False
18;18;9;42;13;1;15;3;98;0;3;0;9;33;15;14;14;15;31;33;4;11;4;15;0;0;0;1;0;0;4;4,89,89,0,no_op,0.0,True,False
18;18;17;32;14;2;14;2;98;0;3;0;12;31;12;16;16;12;28;31;7;10;7;16;0;0;2;0;0;0;3;5,88,88,0,no_op,0.0,True,False
18;18;2;92;6;0;16;10;98;0;3;0;4;47;13;1;1;13;36;47;1;23;1;3;0;0;4;6;0;0;1;0,88,88,0,no_op,0.0,True,False
18;18;38;18;16;5;11;0;98;0;3;0;18;28;5;17;17;5;22;28;14;13;14;14;0;0;5;1;0;0;0;4,88,88,0,no_op,0.0,True,False
18;18;42;133;0;5;11;16;98;0;3;0;14;61;0;6;6;0;26;61;15;23;15;3;0;0;2;0;0;1;2;5,88,88,0,no_op,0.0,True,False
18;18;4;52;11;0;16;5;98;0;3;0;7;36;17;11;11;17;33;36;2;13;2;13;0;0;0;3;0;0;5;2,88,88,0,no_op,0.0,True,False
18;18;122;65;9;16;0;7;98;0;3;0;40;45;15;3;3;15;0;45;0;21;0;5;0;0;3;0;1;1;2;5,87,87,0,no_op,0.0,True,False
18;18;40;133;0;5;11;16;98;0;3;0;14;61;0;6;6;0;26;61;14;24;14;3;0;0;3;0;0;1;2;5,87,87,0,no_op,0.0,True,False
18;18;8;44;12;1;15;4;98;0;3;0;8;34;15;14;14;15;32;34;4;11;4;15;0;0;0;2;0;0;4;4,87,87,0,no_op,0.0,True,False
18;18;123;79;7;16;0;9;98;0;3;0;40;49;17;6;6;17;0;49;0;17;0;9;0;0;5;0;1;1;0;4,86,86,0,no_op,0.0,True,False
18;18;26;24;15;3;13;1;98;0;3;0;15;29;9;17;17;9;25;29;11;11;11;16;0;0;4;0;0;0;1;5,86,86,0,no_op,0.0,True,False
18;18;8;43;12;1;15;4;98;0;3;0;9;34;15;14;14;15;31;34;4;11;4;15;0;0;0;1;0;0;4;4,86,86,0,no_op,0.0,True,False
18;18;97;125;1;13;3;15;98;0;3;0;30;61;9;17;17;9;10;61;10;11;10;16;0;0;3;6;0;1;3;0,86,86,0,no_op,0.0,True,False
18;18;112;40;13;15;1;3;98;0;3;0;39;38;8;0;0;8;1;38;5;26;5;0;0;0;0;2;1;0;5;3,85,85,0,no_op,0.0,True,False
18;18;1;90;6;0;16;10;98;0;3;0;4;47;14;1;1;14;36;47;1;23;1;4;0;0;4;6;0;0;2;0,85,85,0,no_op,0.0,True,False
18;18;41;16;16;5;11;0;98;0;3;0;19;27;4;16;16;4;21;27;14;13;14;13;0;0;6;1;1;0;0;3,85,85,0,no_op,0.0,True,False
18;18;0;67;9;0;16;7;98;0;3;0;5;40;17;7;7;17;35;40;0;17;0;10;0;0;1;5;0;0;4;1,84,84,0,no_op,0.0,True,False
18;18;113;41;13;15;1;3;98;0;3;0;39;38;8;0;0;8;1;38;5;26;5;0;0;0;0;2;1;0;5;3,84,84,0,no_op,0.0,True,False
18;18;115;45;12;15;1;4;98;0;3;0;39;39;10;0;0;10;1;39;3;26;3;1;0;0;0;1;1;0;4;4,84,84,0,no_op,0.0,True,False
18;18;49;135;0;6;10;16;98;0;3;0;16;62;0;8;8;0;24;62;15;22;15;5;0;0;1;0;0;1;3;5,84,84,0,no_op,0.0,True,False
18;18;84;17;16;11;5;0;98;0;3;0;32;30;0;5;5;0;8;30;14;24;14;2;0;0;3;6;1;0;2;0,84,84,0,no_op,0.0,True,False
18;18;102;28;14;14;2;2;98;0;3;0;36;34;4;1;1;4;4;34;9;27;9;0;0;0;0;5;1;0;5;1,83,83,0,no_op,0.0,True,False
18;18;104;30;14;14;2;2;98;0;3;0;37;34;5;0;0;5;3;34;8;27;8;0;0;0;0;4;1;0;5;1,83,83,0,no_op,0.0,True,False
18;18;114;43;12;15;1;4;98;0;3;0;39;38;9;0;0;9;1;38;4;26;4;0;0;0;0;2;1;0;4;3,83,83,0,no_op,0.0,True,False
18;18;28;23;15;3;13;1;98;0;3;0;15;29;8;17;17;8;25;29;11;11;11;15;0;0;4;0;0;0;1;5,83,83,0,no_op,0.0,True,False
18;18;57;13;16;7;9;0;98;0;3;0;24;27;1;13;13;1;16;27;16;17;16;9;0;0;6;4;1;0;0;1,83,83,0,no_op,0.0,True,False
18;18;74;14;16;10;6;0;98;0;3;0;29;28;0;8;8;0;11;28;15;22;15;5;0;0;5;6;1;0;1;0,83,83,0,no_op,0.0,True,False
18;18;100;123;1;13;3;15;98;0;3;0;31;61;10;17;17;10;9;61;9;10;9;16;0;0;3;6;0;1;2;0,82,82,0,no_op,0.0,True,False
18;18;103;29;14;14;2;2;98;0;3;0;37;34;4;1;1;4;3;34;9;27;9;0;0;0;0;5;1;0;5;1,81,81,0,no_op,0.0,True,False
18;18;119;52;11;16;0;5;98;0;3;0;40;41;12;0;0;12;0;41;2;24;2;2;0;0;1;0;1;1;4;4,81,81,0,no_op,0.0,True,False
18;18;120;93;5;16;0;11;98;0;3;0;39;53;17;10;10;17;1;53;1;14;1;12;0;0;6;2;1;1;0;2,81,81,0,no_op,0.0,True,False
18;18;122;83;7;16;0;9;98;0;3;0;40;50;17;7;7;17;0;50;0;16;0;10;0;0;5;1;1;1;0;4,81,81,0,no_op,0.0,True,False
18;18;84;132;0;11;5;16;98;0;3;0;26;63;5;16;16;5;14;63;14;13;14;14;0;0;0;5;0;1;4;1,81,81,0,no_op,0.0,True,False
18;18;121;91;6;16;0;10;98;0;3;0;39;53;17;10;10;17;1;53;1;14;1;12;0;0;6;2;1;1;0;3,80,80,0,no_op,0.0,True,False
