sample_i,sample_j,signature_distance,high_mode_distance,action_i,action_j,action_agree
3404,3412,0.03270467873823407,0.0032875172589066177,0,0,True
3404,3413,0.036068603399755456,0.0038727813436297454,0,0,True
3404,3399,0.03691645687226507,0.004961374438706858,0,0,True
3404,3414,0.03955640462577608,0.00453594649820324,0,0,True
3404,3415,0.04315777547399204,0.005196644198372262,0,0,True
3404,3398,0.046359333945990774,0.006521138109411351,0,0,True
3404,3416,0.04698558605037093,0.0058242315437555805,0,0,True
3404,3417,0.05125606652084994,0.0064565664301108276,0,0,True
3404,3418,0.05617659458933989,0.00716821302647391,0,0,True
3404,3397,0.056560808014895964,0.008349816524419438,0,0,True
3404,3419,0.06182596146131453,0.008013357768354452,0,0,True
3405,3401,0.02564786147175324,0.0029744632926612196,0,0,True
3405,3412,0.02827112908642504,0.002930916882280113,0,0,True
3405,3413,0.03200727965607539,0.0035504760356902688,0,0,True
3405,3400,0.03347243344648995,0.004111109114402484,0,0,True
3405,3414,0.03598434315036841,0.0042554028051284675,0,0,True
3405,3415,0.04015102239099959,0.004956696468727582,0,0,True
3405,3399,0.04208905680803381,0.005455757310295329,0,0,True
3405,3416,0.0445661064827329,0.0056163010175426424,0,0,True
3405,3417,0.04940320141196,0.006268205763136766,0,0,True
3405,3398,0.05150039515676292,0.00702341800488764,0,0,True
3405,3418,0.05485236084723754,0.006988092264186086,0,0,True
3405,3419,0.06099790168133793,0.007835730533119081,0,0,True
3405,3397,0.06164784154796765,0.008853798958977307,0,0,True
3406,3413,0.028173715619853042,0.0031675476580993204,0,0,True
3406,3401,0.030416007246423307,0.0033876907954318164,0,0,True
3406,3414,0.03254750394755177,0.0038946448114414198,0,0,True
3406,3415,0.03721173143262424,0.004628019333886748,0,0,True
3406,3400,0.038177485378588706,0.0045279041424742235,0,0,True
3406,3416,0.042177582269697526,0.0053215155002465965,0,0,True
3406,3399,0.04676676983266715,0.005883933106345241,0,0,True
3406,3417,0.04755889085988333,0.005999962823885855,0,0,True
3406,3418,0.05350393439666685,0.006733901559374644,0,0,True
3406,3398,0.05613351888356162,0.007456022908429881,0,0,True
3406,3419,0.06008962998824651,0.007585393393749557,0,0,True
3406,3397,0.06618342038710684,0.009277957351324154,0,0,True
3407,3413,0.0245670152832701,0.002752193862336365,0,0,True
3407,3402,0.02773675004359484,0.002843579027977118,0,0,True
3407,3414,0.029233646076874106,0.003480757020005546,0,0,True
3407,3415,0.03428193902429709,0.004229266599852698,0,0,True
3407,3401,0.03463968763229546,0.0037524098355467615,0,0,True
3407,3416,0.03970763908256913,0.004947681438613109,0,0,True
3407,3400,0.042360295243348244,0.004898328260006999,0,0,True
3407,3417,0.0455748981639757,0.00565151856366053,0,0,True
3407,3399,0.05089956258541152,0.006259709411489906,0,0,True
3407,3418,0.05197834118376624,0.006402551350015095,0,0,True
3407,3419,0.05896679836708264,0.007260497195648841,0,0,True
3407,3398,0.06016881955120172,0.007825148846532482,0,0,True
3408,3414,0.026029391895259286,0.0030770160492579685,0,0,True
3408,3415,0.03134628850940495,0.003823238731154267,0,0,True
3408,3402,0.03147448246987164,0.0031610141037789106,0,0,True
3408,3416,0.03710986245385077,0.004550394490777417,0,0,True
3408,3401,0.0383166131681283,0.004062438476436237,0,0,True
3408,3417,0.043367680310360854,0.005269859244940588,0,0,True
3408,3400,0.04596890640649213,0.00520736569573048,0,0,True
