trial_id,case_id,seed,regime,step,time,action_index,action_key,thrust_x,thrust_y,expected_safe_time,expected_terminal_margin,expected_score,expected_delta_v,candidate_scores
mu_1__dt_0p01__r_1p075__v_1p1__thrust_0p4__noise_0__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35__near_escape__bayes_floor_particle_mpc__seed_000,mu_1__dt_0p01__r_1p075__v_1p1__thrust_0p4__noise_0__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35,0,near_escape,218,2.18,4,0:-0.4,0,-0.4,0.16,0.515583,0.162578,0.064,"[{""index"":0,""action_key"":""0:0"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.5143,""expected_score"":0.162572,""expected_delta_v"":0},{""index"":1,""action_key"":""0.4:0"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.514337,""expected_score"":0.162572,""expected_delta_v"":0.064},{""index"":2,""action_key"":""-0.4:0"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.514261,""expected_score"":0.162571,""expected_delta_v"":0.064},{""index"":3,""action_key"":""0:0.4"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.513018,""expected_score"":0.162565,""expected_delta_v"":0.064},{""index"":4,""action_key"":""0:-0.4"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.515583,""expected_score"":0.162578,""expected_delta_v"":0.064},{""index"":5,""action_key"":""0.28284271:0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.513419,""expected_score"":0.162567,""expected_delta_v"":0.064},{""index"":6,""action_key"":""0.28284271:-0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.515233,""expected_score"":0.162576,""expected_delta_v"":0.064},{""index"":7,""action_key"":""-0.28284271:0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.513366,""expected_score"":0.162567,""expected_delta_v"":0.064},{""index"":8,""action_key"":""-0.28284271:-0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.51518,""expected_score"":0.162576,""expected_delta_v"":0.064}]"
mu_1__dt_0p01__r_1p075__v_1p1__thrust_0p4__noise_0__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35__near_escape__bayes_floor_particle_mpc__seed_000,mu_1__dt_0p01__r_1p075__v_1p1__thrust_0p4__noise_0__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35,0,near_escape,219,2.19,4,0:-0.4,0,-0.4,0.16,0.516154,0.162581,0.064,"[{""index"":0,""action_key"":""0:0"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.514872,""expected_score"":0.162574,""expected_delta_v"":0},{""index"":1,""action_key"":""0.4:0"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.514916,""expected_score"":0.162575,""expected_delta_v"":0.064},{""index"":2,""action_key"":""-0.4:0"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.514825,""expected_score"":0.162574,""expected_delta_v"":0.064},{""index"":3,""action_key"":""0:0.4"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.513589,""expected_score"":0.162568,""expected_delta_v"":0.064},{""index"":4,""action_key"":""0:-0.4"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.516154,""expected_score"":0.162581,""expected_delta_v"":0.064},{""index"":5,""action_key"":""0.28284271:0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.513996,""expected_score"":0.16257,""expected_delta_v"":0.064},{""index"":6,""action_key"":""0.28284271:-0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.51581,""expected_score"":0.162579,""expected_delta_v"":0.064},{""index"":7,""action_key"":""-0.28284271:0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.513932,""expected_score"":0.16257,""expected_delta_v"":0.064},{""index"":8,""action_key"":""-0.28284271:-0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.515745,""expected_score"":0.162579,""expected_delta_v"":0.064}]"
mu_1__dt_0p01__r_1p075__v_1p1__thrust_0p4__noise_0__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35__near_escape__bayes_floor_particle_mpc__seed_000,mu_1__dt_0p01__r_1p075__v_1p1__thrust_0p4__noise_0__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35,0,near_escape,220,2.2,4,0:-0.4,0,-0.4,0.16,0.516738,0.162584,0.064,"[{""index"":0,""action_key"":""0:0"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.515456,""expected_score"":0.162577,""expected_delta_v"":0},{""index"":1,""action_key"":""0.4:0"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.515507,""expected_score"":0.162578,""expected_delta_v"":0.064},{""index"":2,""action_key"":""-0.4:0"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.515401,""expected_score"":0.162577,""expected_delta_v"":0.064},{""index"":3,""action_key"":""0:0.4"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.514173,""expected_score"":0.162571,""expected_delta_v"":0.064},{""index"":4,""action_key"":""0:-0.4"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.516738,""expected_score"":0.162584,""expected_delta_v"":0.064},{""index"":5,""action_key"":""0.28284271:0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.514586,""expected_score"":0.162573,""expected_delta_v"":0.064},{""index"":6,""action_key"":""0.28284271:-0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.516399,""expected_score"":0.162582,""expected_delta_v"":0.064},{""index"":7,""action_key"":""-0.28284271:0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.514511,""expected_score"":0.162573,""expected_delta_v"":0.064},{""index"":8,""action_key"":""-0.28284271:-0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.516324,""expected_score"":0.162582,""expected_delta_v"":0.064}]"
mu_1__dt_0p01__r_1p075__v_1p1__thrust_0p4__noise_0__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35__near_escape__bayes_floor_particle_mpc__seed_000,mu_1__dt_0p01__r_1p075__v_1p1__thrust_0p4__noise_0__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35,0,near_escape,221,2.21,4,0:-0.4,0,-0.4,0.16,0.517333,0.162587,0.064,"[{""index"":0,""action_key"":""0:0"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.516052,""expected_score"":0.16258,""expected_delta_v"":0},{""index"":1,""action_key"":""0.4:0"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.516111,""expected_score"":0.162581,""expected_delta_v"":0.064},{""index"":2,""action_key"":""-0.4:0"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.515989,""expected_score"":0.16258,""expected_delta_v"":0.064},{""index"":3,""action_key"":""0:0.4"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.51477,""expected_score"":0.162574,""expected_delta_v"":0.064},{""index"":4,""action_key"":""0:-0.4"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.517333,""expected_score"":0.162587,""expected_delta_v"":0.064},{""index"":5,""action_key"":""0.28284271:0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.515188,""expected_score"":0.162576,""expected_delta_v"":0.064},{""index"":6,""action_key"":""0.28284271:-0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.517,""expected_score"":0.162585,""expected_delta_v"":0.064},{""index"":7,""action_key"":""-0.28284271:0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.515101,""expected_score"":0.162576,""expected_delta_v"":0.064},{""index"":8,""action_key"":""-0.28284271:-0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.516914,""expected_score"":0.162585,""expected_delta_v"":0.064}]"
mu_1__dt_0p01__r_1p075__v_1p1__thrust_0p4__noise_0__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35__near_escape__bayes_floor_particle_mpc__seed_000,mu_1__dt_0p01__r_1p075__v_1p1__thrust_0p4__noise_0__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35,0,near_escape,222,2.22,4,0:-0.4,0,-0.4,0.16,0.517941,0.16259,0.064,"[{""index"":0,""action_key"":""0:0"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.51666,""expected_score"":0.162583,""expected_delta_v"":0},{""index"":1,""action_key"":""0.4:0"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.516727,""expected_score"":0.162584,""expected_delta_v"":0.064},{""index"":2,""action_key"":""-0.4:0"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.51659,""expected_score"":0.162583,""expected_delta_v"":0.064},{""index"":3,""action_key"":""0:0.4"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.515379,""expected_score"":0.162577,""expected_delta_v"":0.064},{""index"":4,""action_key"":""0:-0.4"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.517941,""expected_score"":0.16259,""expected_delta_v"":0.064},{""index"":5,""action_key"":""0.28284271:0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.515802,""expected_score"":0.162579,""expected_delta_v"":0.064},{""index"":6,""action_key"":""0.28284271:-0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.517614,""expected_score"":0.162588,""expected_delta_v"":0.064},{""index"":7,""action_key"":""-0.28284271:0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.515705,""expected_score"":0.162579,""expected_delta_v"":0.064},{""index"":8,""action_key"":""-0.28284271:-0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.517517,""expected_score"":0.162588,""expected_delta_v"":0.064}]"
mu_1__dt_0p01__r_1p075__v_1p1__thrust_0p4__noise_0__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35__near_escape__bayes_floor_particle_mpc__seed_000,mu_1__dt_0p01__r_1p075__v_1p1__thrust_0p4__noise_0__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35,0,near_escape,223,2.23,4,0:-0.4,0,-0.4,0.16,0.518561,0.162593,0.064,"[{""index"":0,""action_key"":""0:0"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.517281,""expected_score"":0.162586,""expected_delta_v"":0},{""index"":1,""action_key"":""0.4:0"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.517355,""expected_score"":0.162587,""expected_delta_v"":0.064},{""index"":2,""action_key"":""-0.4:0"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.517202,""expected_score"":0.162586,""expected_delta_v"":0.064},{""index"":3,""action_key"":""0:0.4"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.516,""expected_score"":0.16258,""expected_delta_v"":0.064},{""index"":4,""action_key"":""0:-0.4"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.518561,""expected_score"":0.162593,""expected_delta_v"":0.064},{""index"":5,""action_key"":""0.28284271:0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.516428,""expected_score"":0.162582,""expected_delta_v"":0.064},{""index"":6,""action_key"":""0.28284271:-0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.51824,""expected_score"":0.162591,""expected_delta_v"":0.064},{""index"":7,""action_key"":""-0.28284271:0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.51632,""expected_score"":0.162582,""expected_delta_v"":0.064},{""index"":8,""action_key"":""-0.28284271:-0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.518131,""expected_score"":0.162591,""expected_delta_v"":0.064}]"
mu_1__dt_0p01__r_1p075__v_1p1__thrust_0p4__noise_0__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35__near_escape__bayes_floor_particle_mpc__seed_000,mu_1__dt_0p01__r_1p075__v_1p1__thrust_0p4__noise_0__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35,0,near_escape,224,2.24,4,0:-0.4,0,-0.4,0.16,0.519193,0.162596,0.064,"[{""index"":0,""action_key"":""0:0"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.517913,""expected_score"":0.16259,""expected_delta_v"":0},{""index"":1,""action_key"":""0.4:0"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.517995,""expected_score"":0.16259,""expected_delta_v"":0.064},{""index"":2,""action_key"":""-0.4:0"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.517827,""expected_score"":0.162589,""expected_delta_v"":0.064},{""index"":3,""action_key"":""0:0.4"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.516633,""expected_score"":0.162583,""expected_delta_v"":0.064},{""index"":4,""action_key"":""0:-0.4"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.519193,""expected_score"":0.162596,""expected_delta_v"":0.064},{""index"":5,""action_key"":""0.28284271:0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.517066,""expected_score"":0.162585,""expected_delta_v"":0.064},{""index"":6,""action_key"":""0.28284271:-0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.518877,""expected_score"":0.162594,""expected_delta_v"":0.064},{""index"":7,""action_key"":""-0.28284271:0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.516947,""expected_score"":0.162585,""expected_delta_v"":0.064},{""index"":8,""action_key"":""-0.28284271:-0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.518758,""expected_score"":0.162594,""expected_delta_v"":0.064}]"
mu_1__dt_0p01__r_1p075__v_1p1__thrust_0p4__noise_0__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35__near_escape__bayes_floor_particle_mpc__seed_000,mu_1__dt_0p01__r_1p075__v_1p1__thrust_0p4__noise_0__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35,0,near_escape,225,2.25,4,0:-0.4,0,-0.4,0.16,0.519837,0.162599,0.064,"[{""index"":0,""action_key"":""0:0"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.518557,""expected_score"":0.162593,""expected_delta_v"":0},{""index"":1,""action_key"":""0.4:0"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.518648,""expected_score"":0.162593,""expected_delta_v"":0.064},{""index"":2,""action_key"":""-0.4:0"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.518464,""expected_score"":0.162592,""expected_delta_v"":0.064},{""index"":3,""action_key"":""0:0.4"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.517277,""expected_score"":0.162586,""expected_delta_v"":0.064},{""index"":4,""action_key"":""0:-0.4"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.519837,""expected_score"":0.162599,""expected_delta_v"":0.064},{""index"":5,""action_key"":""0.28284271:0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.517716,""expected_score"":0.162589,""expected_delta_v"":0.064},{""index"":6,""action_key"":""0.28284271:-0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.519527,""expected_score"":0.162598,""expected_delta_v"":0.064},{""index"":7,""action_key"":""-0.28284271:0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.517587,""expected_score"":0.162588,""expected_delta_v"":0.064},{""index"":8,""action_key"":""-0.28284271:-0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.519396,""expected_score"":0.162597,""expected_delta_v"":0.064}]"
mu_1__dt_0p01__r_1p075__v_1p1__thrust_0p4__noise_0__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35__near_escape__bayes_floor_particle_mpc__seed_000,mu_1__dt_0p01__r_1p075__v_1p1__thrust_0p4__noise_0__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35,0,near_escape,226,2.26,4,0:-0.4,0,-0.4,0.16,0.520493,0.162602,0.064,"[{""index"":0,""action_key"":""0:0"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.519213,""expected_score"":0.162596,""expected_delta_v"":0},{""index"":1,""action_key"":""0.4:0"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.519311,""expected_score"":0.162597,""expected_delta_v"":0.064},{""index"":2,""action_key"":""-0.4:0"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.519112,""expected_score"":0.162596,""expected_delta_v"":0.064},{""index"":3,""action_key"":""0:0.4"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.517934,""expected_score"":0.16259,""expected_delta_v"":0.064},{""index"":4,""action_key"":""0:-0.4"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.520493,""expected_score"":0.162602,""expected_delta_v"":0.064},{""index"":5,""action_key"":""0.28284271:0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.518378,""expected_score"":0.162592,""expected_delta_v"":0.064},{""index"":6,""action_key"":""0.28284271:-0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.520188,""expected_score"":0.162601,""expected_delta_v"":0.064},{""index"":7,""action_key"":""-0.28284271:0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.518238,""expected_score"":0.162591,""expected_delta_v"":0.064},{""index"":8,""action_key"":""-0.28284271:-0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.520046,""expected_score"":0.1626,""expected_delta_v"":0.064}]"
mu_1__dt_0p01__r_1p075__v_1p1__thrust_0p4__noise_0__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35__near_escape__bayes_floor_particle_mpc__seed_000,mu_1__dt_0p01__r_1p075__v_1p1__thrust_0p4__noise_0__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35,0,near_escape,227,2.27,4,0:-0.4,0,-0.4,0.16,0.521159,0.162606,0.064,"[{""index"":0,""action_key"":""0:0"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.519881,""expected_score"":0.162599,""expected_delta_v"":0},{""index"":1,""action_key"":""0.4:0"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.519987,""expected_score"":0.1626,""expected_delta_v"":0.064},{""index"":2,""action_key"":""-0.4:0"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.519772,""expected_score"":0.162599,""expected_delta_v"":0.064},{""index"":3,""action_key"":""0:0.4"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.518602,""expected_score"":0.162593,""expected_delta_v"":0.064},{""index"":4,""action_key"":""0:-0.4"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.521159,""expected_score"":0.162606,""expected_delta_v"":0.064},{""index"":5,""action_key"":""0.28284271:0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.519052,""expected_score"":0.162595,""expected_delta_v"":0.064},{""index"":6,""action_key"":""0.28284271:-0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.52086,""expected_score"":0.162604,""expected_delta_v"":0.064},{""index"":7,""action_key"":""-0.28284271:0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.5189,""expected_score"":0.162595,""expected_delta_v"":0.064},{""index"":8,""action_key"":""-0.28284271:-0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.520708,""expected_score"":0.162604,""expected_delta_v"":0.064}]"
mu_1__dt_0p01__r_1p075__v_1p1__thrust_0p4__noise_0__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35__near_escape__bayes_floor_particle_mpc__seed_000,mu_1__dt_0p01__r_1p075__v_1p1__thrust_0p4__noise_0__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35,0,near_escape,228,2.28,4,0:-0.4,0,-0.4,0.16,0.521838,0.162609,0.064,"[{""index"":0,""action_key"":""0:0"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.52056,""expected_score"":0.162603,""expected_delta_v"":0},{""index"":1,""action_key"":""0.4:0"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.520674,""expected_score"":0.162603,""expected_delta_v"":0.064},{""index"":2,""action_key"":""-0.4:0"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.520443,""expected_score"":0.162602,""expected_delta_v"":0.064},{""index"":3,""action_key"":""0:0.4"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.519282,""expected_score"":0.162596,""expected_delta_v"":0.064},{""index"":4,""action_key"":""0:-0.4"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.521838,""expected_score"":0.162609,""expected_delta_v"":0.064},{""index"":5,""action_key"":""0.28284271:0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.519737,""expected_score"":0.162599,""expected_delta_v"":0.064},{""index"":6,""action_key"":""0.28284271:-0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.521544,""expected_score"":0.162608,""expected_delta_v"":0.064},{""index"":7,""action_key"":""-0.28284271:0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.519574,""expected_score"":0.162598,""expected_delta_v"":0.064},{""index"":8,""action_key"":""-0.28284271:-0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.521381,""expected_score"":0.162607,""expected_delta_v"":0.064}]"
mu_1__dt_0p01__r_1p075__v_1p1__thrust_0p4__noise_0__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35__near_escape__bayes_floor_particle_mpc__seed_000,mu_1__dt_0p01__r_1p075__v_1p1__thrust_0p4__noise_0__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35,0,near_escape,229,2.29,4,0:-0.4,0,-0.4,0.16,0.522527,0.162613,0.064,"[{""index"":0,""action_key"":""0:0"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.52125,""expected_score"":0.162606,""expected_delta_v"":0},{""index"":1,""action_key"":""0.4:0"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.521372,""expected_score"":0.162607,""expected_delta_v"":0.064},{""index"":2,""action_key"":""-0.4:0"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.521126,""expected_score"":0.162606,""expected_delta_v"":0.064},{""index"":3,""action_key"":""0:0.4"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.519973,""expected_score"":0.1626,""expected_delta_v"":0.064},{""index"":4,""action_key"":""0:-0.4"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.522527,""expected_score"":0.162613,""expected_delta_v"":0.064},{""index"":5,""action_key"":""0.28284271:0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.520433,""expected_score"":0.162602,""expected_delta_v"":0.064},{""index"":6,""action_key"":""0.28284271:-0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.52224,""expected_score"":0.162611,""expected_delta_v"":0.064},{""index"":7,""action_key"":""-0.28284271:0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.520259,""expected_score"":0.162601,""expected_delta_v"":0.064},{""index"":8,""action_key"":""-0.28284271:-0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.522065,""expected_score"":0.16261,""expected_delta_v"":0.064}]"
mu_1__dt_0p01__r_1p075__v_1p1__thrust_0p4__noise_0__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35__near_escape__bayes_floor_particle_mpc__seed_000,mu_1__dt_0p01__r_1p075__v_1p1__thrust_0p4__noise_0__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35,0,near_escape,230,2.3,4,0:-0.4,0,-0.4,0.16,0.523228,0.162616,0.064,"[{""index"":0,""action_key"":""0:0"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.521952,""expected_score"":0.16261,""expected_delta_v"":0},{""index"":1,""action_key"":""0.4:0"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.522081,""expected_score"":0.16261,""expected_delta_v"":0.064},{""index"":2,""action_key"":""-0.4:0"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.521819,""expected_score"":0.162609,""expected_delta_v"":0.064},{""index"":3,""action_key"":""0:0.4"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.520675,""expected_score"":0.162603,""expected_delta_v"":0.064},{""index"":4,""action_key"":""0:-0.4"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.523228,""expected_score"":0.162616,""expected_delta_v"":0.064},{""index"":5,""action_key"":""0.28284271:0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.521141,""expected_score"":0.162606,""expected_delta_v"":0.064},{""index"":6,""action_key"":""0.28284271:-0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.522946,""expected_score"":0.162615,""expected_delta_v"":0.064},{""index"":7,""action_key"":""-0.28284271:0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.520956,""expected_score"":0.162605,""expected_delta_v"":0.064},{""index"":8,""action_key"":""-0.28284271:-0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.522761,""expected_score"":0.162614,""expected_delta_v"":0.064}]"
mu_1__dt_0p01__r_1p075__v_1p1__thrust_0p4__noise_0__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35__near_escape__bayes_floor_particle_mpc__seed_000,mu_1__dt_0p01__r_1p075__v_1p1__thrust_0p4__noise_0__gq_0p75__gminr_1p15__gaccel_2p5__gtidal_35,0,near_escape,231,2.31,4,0:-0.4,0,-0.4,0.16,0.52394,0.16262,0.064,"[{""index"":0,""action_key"":""0:0"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.522664,""expected_score"":0.162613,""expected_delta_v"":0},{""index"":1,""action_key"":""0.4:0"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.522801,""expected_score"":0.162614,""expected_delta_v"":0.064},{""index"":2,""action_key"":""-0.4:0"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.522524,""expected_score"":0.162613,""expected_delta_v"":0.064},{""index"":3,""action_key"":""0:0.4"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.521389,""expected_score"":0.162607,""expected_delta_v"":0.064},{""index"":4,""action_key"":""0:-0.4"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.52394,""expected_score"":0.16262,""expected_delta_v"":0.064},{""index"":5,""action_key"":""0.28284271:0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.521859,""expected_score"":0.162609,""expected_delta_v"":0.064},{""index"":6,""action_key"":""0.28284271:-0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.523663,""expected_score"":0.162618,""expected_delta_v"":0.064},{""index"":7,""action_key"":""-0.28284271:0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.521664,""expected_score"":0.162608,""expected_delta_v"":0.064},{""index"":8,""action_key"":""-0.28284271:-0.28284271"",""expected_safe_time"":0.16,""expected_terminal_margin"":0.523467,""expected_score"":0.162617,""expected_delta_v"":0.064}]"
