i,dEdt,g,R
118,-0.004002187871569737,0.043259729915406886,-0.04726191778697662
119,-0.004756841322600354,0.041984412493942996,-0.04674125381654335
120,-0.005087001280840678,0.04169678840686292,-0.046783789687703595
121,-0.004841786220286935,0.04256566340024189,-0.04740744962052883
122,-0.004031024756845775,0.04454411279842148,-0.04857513755526725
123,-0.0028011715334705437,0.04737153747242865,-0.050172709005899194
124,-0.0013335967326860779,0.05066055985498163,-0.051994156587667706
125,0.00023139378309138675,0.05401497009587958,-0.05378357631278819
126,0.001778991302805219,0.05710794146578869,-0.05532895016298347
127,0.0031595746561230917,0.059686061813107615,-0.05652648715698452
128,0.004175825040163221,0.06153248349140238,-0.05735665845123916
129,0.004646186441229848,0.062458249888252715,-0.05781206344702287
130,0.004490591723257123,0.062352728674317716,-0.05786213695106059
131,0.0037644285547355355,0.06125326098001625,-0.05748883242528072
132,0.0026143803856517947,0.059367075457221204,-0.05675269507156941
133,0.001196388207795017,0.057015174228945795,-0.05581878602115078
134,-0.00037580181556975956,0.05452758875179995,-0.05490339056736971
135,-0.0020152673577626123,0.052154952016035455,-0.05417021937379807
136,-0.0036038583971917254,0.05004843003430504,-0.05365228843149677
137,-0.004949190842076165,0.048307116060413324,-0.05325630690248949
138,-0.005797414526417244,0.04704048454188398,-0.052837899068301226
139,-0.005901843776738108,0.04638590043003476,-0.05228774420677287
140,-0.005120082971855483,0.04646099614257519,-0.051581079114430675
141,-0.0034995674354634937,0.047284203860314164,-0.05078377129577766
142,-0.001302857029765278,0.04872560577102734,-0.050028462800792615
143,0.0010614535394567332,0.05053470954163101,-0.049473256002174275
144,0.0031800542512935223,0.05243748016997889,-0.049257425918685364
145,0.0047656264980379115,0.054236685042866564,-0.04947105854482865
146,0.00569857205176956,0.055839055142057135,-0.050140483090287576
147,0.0059806419357461005,0.05719287694772433,-0.05121223501197823
148,0.00567210481793895,0.05820256030582728,-0.05253045548788833
149,0.004870975348904447,0.058708057454931045,-0.0538370821060266
150,0.0037269133701008025,0.0585513972172088,-0.054824483847107995
151,0.0024414554213381956,0.057669421822250766,-0.05522796640091257
152,0.0012183970815728834,0.05613380986640486,-0.054915412784831974
153,0.00017972387567961878,0.0541128120098562,-0.053933088134176584
154,-0.0006875672296136268,0.05179489843662003,-0.05248246566623366
155,-0.0014990499309106287,0.049339063214065594,-0.05083811314497622
156,-0.0023718050898838966,0.04688836973283844,-0.04926017482272234
157,-0.0033252432556737516,0.04462730041175497,-0.047952543667428724
158,-0.004241201035402868,0.04282259483631172,-0.04706379587171459
159,-0.00490002397876628,0.041794887544512785,-0.046694911523279065
160,-0.005079384625913078,0.04181976645835492,-0.046899151084267995
161,-0.004668903799345044,0.043011468287988026,-0.04768037208733307
162,-0.003723481466716104,0.04525936511521196,-0.048982846581928065
163,-0.0024104906190029612,0.048256290490612946,-0.05066678110961591
164,-0.0009039062875829257,0.05160107774874552,-0.052504984036328445
165,0.0006682373761752111,0.054912014019693096,-0.054243776643517885
166,0.002186968535546563,0.057885165739534006,-0.05569819720398744
167,0.003487155470294878,0.06028099963395071,-0.056793844163655835
168,0.0043670674106454505,0.061888707518332677,-0.057521640107687226
169,0.004665786513343768,0.0625339720780505,-0.057868185564706735
170,0.004340905807479201,0.06214118414016266,-0.05780027833268346
171,0.0034804201355634404,0.06079595125678998,-0.05731553112122654
172,0.0022417084810699914,0.05874579857166315,-0.05650409009059316
173,0.0007714667045260679,0.05632533052649834,-0.05555386382197227
174,-0.0008282871057241903,0.05384909217192589,-0.05467737927765008
175,-0.0024682380175450533,0.051538677183420055,-0.05400691520096511
176,-0.004011966737553226,0.04952415193672487,-0.05353611867427809
177,-0.005246036743720428,0.04790223918771835,-0.053148275931438775
178,-0.005909854559478449,0.04679128723543833,-0.05270114179491678
179,-0.005775620773111348,0.04633032018432039,-0.052105940957431734
180,-0.0047467271809892506,0.04661729177665634,-0.05136401895764559
181,-0.0029315379317874785,0.047631593330372535,-0.05056313126216001
182,-0.0006442099475740745,0.0492033757666615,-0.04984758571423557
183,0.001689794530942014,0.051064164241435984,-0.04937436971049397
184,0.003681871951059984,0.05295316299724965,-0.049271291046189665
185,0.005091701364530438,0.054703573515668666,-0.04961187215113823
186,0.005840305242087937,0.0562426777668432,-0.05040237252475526
187,0.005950759767093576,0.05751371366660483,-0.05156295389951125
188,0.00549373857192631,0.05840112813542974,-0.05290738956350343
189,0.00457980642718242,0.05873604741318508,-0.05415624098600266
190,0.0033747954655707624,0.058378583521456334,-0.05500378805588557
191,0.002088134660999885,0.057302512155794065,-0.05521437749479418
192,0.000909442686034212,0.05561295389328186,-0.054703511207247646
193,-7.456851707503265e-05,0.05349142794982665,-0.05356599646690168
194,-0.0009125660573362435,0.05112074133881709,-0.05203330739615333
195,-0.0017320244995017858,0.048651395863934445,-0.05038342036343623
196,-0.0026310174976277717,0.04623165039283694,-0.048862667890464714
197,-0.003591519198820184,0.04406703799457137,-0.04765855719339156
198,-0.004460417631060226,0.042445632810016204,-0.04690605044107643
199,-0.005005515997916592,0.041687538995879465,-0.04669305499379606
