bin_key,n,no_op_count,damp_low_band_count,majority_action,minority_fraction,evaluated,fiber_incompatible
21;56;83;118;11;31;33;33;108;2;13;19;33;60;19;8;15;6,5,0,5,damp_low_band,0.0,False,False
21;56;9;97;20;21;38;26;108;2;22;9;11;57;7;10;13;18,5,0,5,damp_low_band,0.0,False,False
21;57;37;37;27;30;32;23;108;2;10;16;17;39;20;12;11;6,5,0,5,damp_low_band,0.0,False,False
21;57;48;34;27;32;31;24;108;2;9;13;20;38;19;15;8;7,5,0,5,damp_low_band,0.0,False,False
21;57;7;76;23;23;37;25;108;2;22;15;10;51;11;5;18;15,5,0,5,damp_low_band,0.0,False,False
21;57;89;50;21;37;29;27;108;2;18;6;32;41;8;14;9;18,5,0,5,damp_low_band,0.0,False,False
6;44;93;105;21;27;37;23;109;6;14;7;34;57;17;5;18;9,5,5,0,no_op,0.0,False,False
6;45;72;123;20;27;34;23;109;6;19;9;29;62;21;12;11;5,5,5,0,no_op,0.0,False,False
6;45;73;123;20;27;34;23;109;6;19;9;29;62;21;12;12;5,5,5,0,no_op,0.0,False,False
7;44;100;81;21;26;40;25;108;6;9;11;36;50;10;5;17;16,5,5,0,no_op,0.0,False,False
7;44;25;117;21;33;27;24;108;6;16;19;16;61;9;16;7;16,5,5,0,no_op,0.0,False,False
7;44;28;120;21;33;27;24;108;6;17;19;17;61;10;17;6;15,5,5,0,no_op,0.0,False,False
7;44;56;127;23;31;31;21;108;6;22;13;24;63;18;16;7;7,5,5,0,no_op,0.0,False,False
7;44;86;114;23;28;36;21;108;6;17;6;32;59;19;7;16;7,5,5,0,no_op,0.0,False,False
7;44;88;49;18;26;40;30;108;6;14;19;32;42;8;14;8;17,5,5,0,no_op,0.0,False,False
7;44;89;111;23;28;37;21;108;6;16;6;33;58;18;6;17;8,5,5,0,no_op,0.0,False,False
7;44;91;109;23;28;37;21;108;6;15;6;33;58;18;6;17;8,5,5,0,no_op,0.0,False,False
7;44;94;103;22;27;38;22;108;6;13;6;34;56;16;5;18;10,5,5,0,no_op,0.0,False,False
8;44;10;63;15;32;28;34;108;7;12;7;12;47;14;4;18;11,5,5,0,no_op,0.0,False,False
8;44;31;39;14;29;33;36;108;7;20;7;17;40;20;10;13;6,5,5,0,no_op,0.0,False,False
8;44;48;34;15;27;36;36;108;7;23;12;21;39;19;15;8;7,5,5,0,no_op,0.0,False,False
8;44;75;39;17;25;40;33;108;7;19;19;28;39;12;17;6;14,5,5,0,no_op,0.0,False,False
8;44;77;40;17;25;40;32;108;7;18;19;29;40;11;17;6;14,5,5,0,no_op,0.0,False,False
8;44;86;47;18;25;41;31;108;7;15;19;31;41;9;15;8;17,5,5,0,no_op,0.0,False,False
8;44;90;110;24;28;37;20;108;7;15;5;33;58;18;6;17;8,5,5,0,no_op,0.0,False,False
8;44;91;109;24;28;37;20;108;7;15;5;33;57;17;6;17;8,5,5,0,no_op,0.0,False,False
8;46;17;111;23;26;31;27;110;5;16;15;14;60;7;14;8;18,5,5,0,no_op,0.0,False,False
9;44;100;71;22;25;42;25;108;7;9;14;35;47;8;8;15;18,5,5,0,no_op,0.0,False,False
9;44;30;122;21;35;26;23;108;7;18;19;18;62;12;17;6;14,5,5,0,no_op,0.0,False,False
9;44;53;128;23;33;29;20;108;7;22;14;24;63;18;16;7;8,5,5,0,no_op,0.0,False,False
9;44;56;33;15;26;38;35;108;7;22;14;23;38;17;16;7;8,5,5,0,no_op,0.0,False,False
9;44;70;36;17;25;40;34;108;7;20;18;27;39;14;17;6;12,5,5,0,no_op,0.0,False,False
9;44;88;48;19;24;42;30;108;7;14;19;31;42;9;15;8;17,5,5,0,no_op,0.0,False,False
10;44;100;69;22;25;42;25;108;7;9;14;35;47;8;9;14;18,4,4,0,no_op,0.0,False,False
10;44;100;71;22;25;42;25;108;7;9;14;35;47;8;8;15;18,4,4,0,no_op,0.0,False,False
10;44;100;94;24;27;39;21;108;7;11;8;35;53;12;5;18;13,4,4,0,no_op,0.0,False,False
10;44;101;76;23;25;42;24;108;7;9;12;35;48;8;7;16;17,4,4,0,no_op,0.0,False,False
10;44;101;80;23;25;41;23;108;7;9;11;35;49;9;6;17;16,4,4,0,no_op,0.0,False,False
10;44;101;87;24;26;40;22;108;7;10;9;35;51;11;5;18;15,4,4,0,no_op,0.0,False,False
10;44;11;103;18;35;24;28;108;7;11;17;13;57;7;12;11;18,4,4,0,no_op,0.0,False,False
10;44;11;58;14;31;29;36;108;7;13;6;12;46;15;5;18;10,4,4,0,no_op,0.0,False,False
10;44;12;105;18;35;24;28;108;7;11;17;13;58;7;12;11;18,4,4,0,no_op,0.0,False,False
10;44;13;55;14;31;29;36;108;7;14;6;12;45;16;5;18;9,4,4,0,no_op,0.0,False,False
10;44;14;108;18;35;24;27;108;7;12;18;14;58;8;13;10;18,4,4,0,no_op,0.0,False,False
10;44;18;113;19;35;24;26;108;7;14;19;15;60;9;15;8;17,4,4,0,no_op,0.0,False,False
10;44;33;124;21;35;26;23;108;7;19;18;19;62;13;17;6;13,4,4,0,no_op,0.0,False,False
10;44;33;37;14;28;34;37;108;7;21;8;17;40;20;10;12;6,4,4,0,no_op,0.0,False,False
10;44;38;126;22;35;26;22;108;7;20;17;20;63;14;17;6;11,4,4,0,no_op,0.0,False,False
10;44;52;129;23;34;28;20;108;7;22;14;24;63;18;16;7;8,4,4,0,no_op,0.0,False,False
10;44;54;33;15;26;38;36;108;7;22;14;22;38;18;16;7;8,4,4,0,no_op,0.0,False,False
10;44;63;128;24;33;30;19;108;7;22;11;27;62;20;13;9;6,4,4,0,no_op,0.0,False,False
10;44;68;35;16;25;40;34;108;7;20;17;26;39;15;17;6;11,4,4,0,no_op,0.0,False,False
10;44;71;125;24;32;32;19;108;7;21;9;29;62;20;11;11;6,4,4,0,no_op,0.0,False,False
10;44;81;120;25;30;34;19;108;7;19;7;31;60;20;8;14;6,4,4,0,no_op,0.0,False,False
10;44;8;97;17;35;24;30;108;7;10;15;12;56;7;10;13;18,4,4,0,no_op,0.0,False,False
10;44;90;112;25;29;36;19;108;7;16;6;33;58;18;6;17;8,4,4,0,no_op,0.0,False,False
10;44;98;62;21;24;42;26;108;7;10;16;34;45;7;11;12;18,4,4,0,no_op,0.0,False,False
10;44;98;99;24;27;39;20;108;7;12;7;35;54;14;4;18;12,4,4,0,no_op,0.0,False,False
10;47;7;66;26;30;32;28;110;4;14;13;10;48;13;3;19;13,4,4,0,no_op,0.0,False,False
10;47;84;43;16;36;34;29;110;4;17;13;30;39;9;17;6;16,4,4,0,no_op,0.0,False,False
11;44;14;52;13;30;30;37;108;7;15;6;13;44;17;5;18;9,4,4,0,no_op,0.0,False,False
11;44;25;120;20;35;24;25;108;7;16;19;17;61;11;17;6;15,4,4,0,no_op,0.0,False,False
11;44;30;123;21;35;25;24;108;7;18;18;18;62;12;17;6;14,4,4,0,no_op,0.0,False,False
11;44;34;36;14;27;35;37;108;7;21;9;17;40;20;11;12;6,4,4,0,no_op,0.0,False,False
11;44;39;127;22;35;26;22;108;7;20;17;21;63;15;17;6;11,4,4,0,no_op,0.0,False,False
11;44;44;33;14;26;37;36;108;7;22;11;20;39;20;13;9;6,4,4,0,no_op,0.0,False,False
11;44;52;129;23;34;28;20;108;7;22;14;24;63;18;16;7;8,4,4,0,no_op,0.0,False,False
11;44;5;76;15;33;26;34;108;7;10;10;11;51;10;5;17;15,4,4,0,no_op,0.0,False,False
11;44;80;121;25;31;33;18;108;7;19;7;31;60;20;8;14;6,4,4,0,no_op,0.0,False,False
11;44;8;97;17;35;24;30;108;7;10;15;12;56;7;10;13;18,4,4,0,no_op,0.0,False,False
11;44;91;111;25;29;36;19;108;7;16;6;33;57;17;5;17;8,4,4,0,no_op,0.0,False,False
11;44;99;97;24;27;39;20;108;7;12;7;35;54;13;4;18;12,4,4,0,no_op,0.0,False,False
12;45;100;95;24;27;39;20;108;7;12;8;35;53;12;4;18;13,4,4,0,no_op,0.0,False,False
12;45;102;81;23;26;41;22;108;7;10;11;35;49;9;6;17;16,4,4,0,no_op,0.0,False,False
12;45;21;117;19;35;24;26;108;7;15;18;16;61;10;16;7;16,4,4,0,no_op,0.0,False,False
12;45;22;43;14;29;33;37;108;7;18;7;14;42;19;7;16;7,4,4,0,no_op,0.0,False,False
12;45;24;120;20;35;24;25;108;7;16;18;17;61;11;17;6;15,4,4,0,no_op,0.0,False,False
12;45;25;120;20;35;24;25;108;7;16;18;17;61;11;17;6;15,4,4,0,no_op,0.0,False,False
12;45;42;128;22;34;26;22;108;7;20;16;22;63;16;17;6;10,4,4,0,no_op,0.0,False,False
12;45;51;130;23;34;27;21;108;7;21;14;24;63;18;16;7;8,4,4,0,no_op,0.0,False,False
12;45;57;32;16;25;40;35;108;7;21;15;23;38;18;16;7;8,4,4,0,no_op,0.0,False,False
12;45;62;129;24;33;29;19;108;7;22;12;27;62;20;13;9;6,4,4,0,no_op,0.0,False,False
12;45;92;50;20;24;43;28;108;7;13;18;32;42;8;15;9;17,4,4,0,no_op,0.0,False,False
12;45;97;58;21;24;43;26;108;7;11;16;33;44;7;12;11;18,4,4,0,no_op,0.0,False,False
12;47;16;112;23;22;34;27;109;3;17;12;14;60;7;15;8;18,4,4,0,no_op,0.0,False,False
12;47;46;129;17;22;34;28;109;3;16;11;23;64;17;18;6;8,4,4,0,no_op,0.0,False,False
12;47;7;64;27;29;33;27;109;3;15;14;10;48;13;3;19;13,4,4,0,no_op,0.0,False,False
12;47;84;119;12;26;34;28;109;3;14;12;33;60;20;7;16;6,4,4,0,no_op,0.0,False,False
13;45;4;80;15;33;26;34;108;7;10;11;11;52;9;6;17;16,4,4,0,no_op,0.0,False,False
13;45;4;82;15;33;26;34;108;7;10;11;11;52;8;7;16;17,4,4,0,no_op,0.0,False,False
13;45;99;99;24;28;38;19;108;7;13;8;35;54;13;4;19;12,4,4,0,no_op,0.0,False,False
13;48;42;33;25;36;32;27;109;3;14;11;18;38;21;13;10;5,4,4,0,no_op,0.0,False,False
13;48;93;110;11;28;33;29;109;3;14;14;35;57;17;4;19;9,4,4,0,no_op,0.0,False,False
14;48;83;41;18;38;31;28;109;3;17;10;29;39;10;17;5;15,4,4,0,no_op,0.0,False,False
14;48;86;118;11;27;34;30;109;3;14;14;33;59;19;6;17;7,4,4,0,no_op,0.0,False,False
15;47;16;48;15;30;33;37;109;6;17;8;13;44;17;5;18;8,4,4,0,no_op,0.0,False,False
15;47;23;41;15;29;35;37;109;6;18;9;14;42;19;7;16;6,4,4,0,no_op,0.0,False,False
15;47;45;32;16;27;39;35;109;6;20;13;19;39;20;13;9;6,4,4,0,no_op,0.0,False,False
15;47;97;105;23;29;35;18;109;6;15;8;35;55;15;4;19;11,4,4,0,no_op,0.0,False,False
15;48;10;56;28;29;34;25;109;3;15;15;11;46;15;4;19;11,4,4,0,no_op,0.0,False,False
15;48;16;48;28;31;33;25;109;3;14;15;12;44;18;5;18;8,4,4,0,no_op,0.0,False,False
15;48;56;31;17;27;41;33;109;6;19;14;22;38;19;16;7;7,4,4,0,no_op,0.0,False,False
15;48;81;122;11;26;34;30;109;3;13;14;32;60;20;8;15;6,4,4,0,no_op,0.0,False,False
15;48;8;61;28;28;34;25;109;3;16;15;11;47;14;4;19;12,4,4,0,no_op,0.0,False,False
16;49;100;98;10;32;32;31;109;2;17;16;36;53;13;4;19;13,4,4,0,no_op,0.0,False,False
16;49;27;38;28;33;32;25;109;2;13;14;15;41;20;8;15;5,4,4,0,no_op,0.0,False,False
16;49;36;34;27;35;32;25;109;2;12;13;17;39;21;11;12;5,4,4,0,no_op,0.0,False,False
16;49;43;32;26;36;31;25;109;2;12;12;18;39;20;13;10;5,4,4,0,no_op,0.0,False,False
16;49;4;75;27;25;35;25;109;2;18;15;10;51;10;5;18;16,4,4,0,no_op,0.0,False,False
16;49;4;88;26;23;36;26;109;2;19;13;11;55;7;8;15;19,4,4,0,no_op,0.0,False,False
16;49;79;38;19;27;42;28;109;6;15;15;28;39;12;18;5;14,4,4,0,no_op,0.0,False,False
16;49;85;119;22;30;31;19;109;6;18;10;32;59;19;6;16;6,4,4,0,no_op,0.0,False,False
16;49;92;49;17;39;30;28;109;2;18;10;32;41;8;15;7;17,4,4,0,no_op,0.0,False,False
16;49;95;108;10;30;33;31;109;2;15;16;35;56;16;4;19;10,4,4,0,no_op,0.0,False,False
16;49;98;58;15;38;30;29;109;2;19;11;34;43;7;12;10;19,4,4,0,no_op,0.0,False,False
16;50;100;65;20;28;40;22;109;6;13;12;34;45;6;11;13;19,4,4,0,no_op,0.0,False,False
16;50;101;94;21;29;36;19;109;6;15;10;35;52;11;4;19;14,4,4,0,no_op,0.0,False,False
16;50;13;52;17;30;34;37;109;6;17;10;12;45;16;4;19;9,4,4,0,no_op,0.0,False,False
16;50;28;123;19;32;24;28;109;6;15;15;19;62;12;18;5;14,4,4,0,no_op,0.0,False,False
16;50;58;130;21;31;26;22;109;6;18;14;26;62;20;14;8;6,4,4,0,no_op,0.0,False,False
16;50;74;126;21;31;28;20;109;6;18;12;30;61;21;10;13;5,4,4,0,no_op,0.0,False,False
16;50;77;37;19;27;42;28;109;6;15;15;27;39;13;18;5;13,4,4,0,no_op,0.0,False,False
16;50;99;101;21;29;34;19;109;6;16;10;35;54;13;4;19;12,4,4,0,no_op,0.0,False,False
17;51;37;34;18;29;39;34;109;6;18;13;17;40;21;11;11;5,4,4,0,no_op,0.0,False,False
17;51;45;129;20;31;25;25;109;6;16;14;23;63;17;17;5;9,4,4,0,no_op,0.0,False,False
17;51;99;99;21;29;34;19;109;6;16;10;35;53;13;4;19;12,4,4,0,no_op,0.0,False,False
18;50;101;95;11;34;31;32;109;2;18;16;36;52;12;4;19;14,4,1,3,damp_low_band,0.25,False,False
18;50;21;118;19;20;38;28;109;2;17;8;16;62;10;16;6;16,4,0,4,damp_low_band,0.0,False,False
18;50;59;130;12;23;36;31;109;2;11;12;27;63;20;14;9;6,4,2,2,no_op,0.5,False,False
18;50;94;52;17;39;29;29;109;2;19;9;32;42;8;14;8;18,4,2,2,no_op,0.5,False,False
18;50;97;104;10;32;32;32;109;2;17;17;35;55;15;4;19;11,4,2,2,no_op,0.5,False,False
18;54;38;35;20;29;39;32;110;5;16;14;17;40;21;12;10;4,4,4,0,no_op,0.0,False,False
18;55;76;38;20;30;40;26;110;5;14;12;27;39;12;18;5;14,4,4,0,no_op,0.0,False,False
18;55;99;96;19;31;33;21;110;5;17;12;35;52;13;4;20;12,4,4,0,no_op,0.0,False,False
18;56;62;128;17;30;28;26;110;4;14;14;27;62;20;14;8;5,4,4,0,no_op,0.0,False,False
19;51;23;42;29;30;32;23;108;2;13;17;14;42;19;7;16;6,4,0,4,damp_low_band,0.0,False,False
19;51;42;129;14;22;38;30;108;2;12;9;22;64;16;17;6;9,4,0,4,damp_low_band,0.0,False,False
19;51;51;130;12;23;37;31;108;2;11;10;25;64;18;16;7;7,4,0,4,damp_low_band,0.0,False,False
19;51;73;35;23;38;28;26;108;2;13;8;26;38;14;17;5;12,4,0,4,damp_low_band,0.0,False,False
19;51;97;104;10;33;32;33;108;2;17;17;35;55;15;4;19;11,4,0,4,damp_low_band,0.0,False,False
19;52;102;90;12;36;30;32;108;2;20;16;36;51;11;5;18;15,4,0,4,damp_low_band,0.0,False,False
19;52;13;53;28;27;34;22;108;2;16;18;11;45;16;5;18;10,4,0,4,damp_low_band,0.0,False,False
19;52;40;128;14;22;38;30;108;2;12;8;22;64;15;17;6;10,4,0,4,damp_low_band,0.0,False,False
19;52;73;126;10;27;35;33;108;2;11;15;30;62;20;11;13;5,4,0,4,damp_low_band,0.0,False,False
19;52;88;46;20;39;28;28;108;2;17;7;31;40;9;16;7;16,4,0,4,damp_low_band,0.0,False,False
19;57;10;63;21;27;35;32;109;4;18;14;11;48;14;4;20;11,4,4,0,no_op,0.0,False,False
19;57;66;126;16;30;29;27;109;4;13;14;28;62;20;13;9;5,4,4,0,no_op,0.0,False,False
19;58;100;78;18;34;32;25;109;3;20;12;35;48;9;6;18;17,4,0,4,damp_low_band,0.0,False,False
19;58;15;54;22;27;36;30;109;3;17;16;12;45;17;5;18;8,4,0,4,damp_low_band,0.0,False,False
19;58;19;49;22;28;36;30;109;3;16;16;13;44;19;6;17;6,4,2,2,no_op,0.5,False,False
19;58;79;120;15;31;30;27;109;3;14;16;31;60;20;9;13;5,4,0,4,damp_low_band,0.0,False,False
19;58;83;117;16;31;30;26;109;3;15;16;32;59;20;8;15;5,4,2,2,no_op,0.5,False,False
19;58;92;107;16;32;31;26;109;3;17;16;34;56;17;5;18;8,4,0,4,damp_low_band,0.0,False,False
19;58;97;64;19;34;33;25;109;3;19;9;34;45;7;10;14;19,4,0,4,damp_low_band,0.0,False,False
20;53;101;90;12;36;30;33;108;2;21;16;36;51;11;5;18;15,4,0,4,damp_low_band,0.0,False,False
20;53;102;74;15;38;29;31;108;2;22;12;36;47;8;8;15;18,4,0,4,damp_low_band,0.0,False,False
20;53;12;55;28;26;34;22;108;2;17;18;11;45;16;5;18;10,4,0,4,damp_low_band,0.0,False,False
20;53;21;117;17;20;39;28;108;2;16;6;16;62;10;16;7;16,4,0,4,damp_low_band,0.0,False,False
20;53;22;44;29;29;33;22;108;2;13;18;13;42;19;7;16;7,4,0,4,damp_low_band,0.0,False,False
20;53;29;39;29;30;32;22;108;2;11;17;15;40;20;9;14;6,4,0,4,damp_low_band,0.0,False,False
20;53;46;33;28;34;30;23;108;2;9;13;19;38;19;14;9;6,4,0,4,damp_low_band,0.0,False,False
20;53;5;74;26;23;37;23;108;2;21;15;10;51;11;5;18;15,4,0,4,damp_low_band,0.0,False,False
20;53;71;126;10;27;36;33;108;2;10;15;30;62;20;11;12;5,4,0,4,damp_low_band,0.0,False,False
20;53;85;118;10;30;34;33;108;2;13;18;33;59;19;7;16;7,4,0,4,damp_low_band,0.0,False,False
20;53;94;107;10;33;32;33;108;2;17;18;35;56;16;5;18;10,4,0,4,damp_low_band,0.0,False,False
20;54;10;102;20;20;39;26;108;2;21;8;12;58;7;11;11;18,4,0,4,damp_low_band,0.0,False,False
20;54;14;108;19;20;39;27;108;2;19;7;13;60;8;13;9;18,4,0,4,damp_low_band,0.0,False,False
20;54;16;111;18;20;39;27;108;2;18;6;14;60;8;14;8;17,4,0,4,damp_low_band,0.0,False,False
20;54;27;121;15;21;39;29;108;2;14;6;17;63;11;17;6;14,4,0,4,damp_low_band,0.0,False,False
20;54;35;125;14;22;39;30;108;2;12;7;20;63;13;17;6;12,4,0,4,damp_low_band,0.0,False,False
20;54;38;35;28;32;31;23;108;2;10;15;17;39;20;12;11;6,4,0,4,damp_low_band,0.0,False,False
20;54;45;128;12;23;38;31;108;2;10;9;23;64;16;17;6;9,4,0,4,damp_low_band,0.0,False,False
20;54;56;129;11;25;37;32;108;2;9;12;26;64;18;15;8;7,4,0,4,damp_low_band,0.0,False,False
20;54;72;125;10;28;35;33;108;2;10;16;30;62;20;11;12;6,4,0,4,damp_low_band,0.0,False,False
20;54;78;122;10;29;35;33;108;2;11;17;31;61;20;9;14;6,4,0,4,damp_low_band,0.0,False,False
20;54;7;93;22;21;38;25;108;2;22;10;11;56;8;9;14;18,4,0,4,damp_low_band,0.0,False,False
20;54;88;47;21;39;28;28;108;2;17;6;31;40;9;15;8;17,4,0,4,damp_low_band,0.0,False,False
20;54;94;107;11;33;32;33;108;2;17;19;35;56;16;5;18;10,4,0,4,damp_low_band,0.0,False,False
20;54;99;96;12;35;31;33;108;2;20;17;36;53;13;5;18;13,4,0,4,damp_low_band,0.0,False,False
20;58;100;77;18;35;31;27;109;3;21;12;36;48;9;6;17;17,4,0,4,damp_low_band,0.0,False,False
20;58;13;103;18;24;35;30;109;3;19;8;13;58;7;12;12;19,4,0,4,damp_low_band,0.0,False,False
20;58;15;54;24;26;36;26;109;3;17;18;12;45;17;5;18;8,4,0,4,damp_low_band,0.0,False,False
20;58;18;110;17;24;35;30;109;3;17;7;14;60;8;14;9;18,4,0,4,damp_low_band,0.0,False,False
20;58;27;119;16;25;34;30;109;3;14;7;17;62;10;17;6;16,4,0,4,damp_low_band,0.0,False,False
20;58;31;40;25;29;35;26;109;3;12;17;16;40;20;10;12;5,4,0,4,damp_low_band,0.0,False,False
20;58;33;39;25;29;35;26;109;3;12;16;16;40;20;11;12;5,4,0,4,damp_low_band,0.0,False,False
20;58;42;36;25;30;34;25;109;3;10;14;19;39;20;14;9;6,4,0,4,damp_low_band,0.0,False,False
20;58;46;35;25;31;34;25;109;3;10;14;20;38;19;15;8;6,4,0,4,damp_low_band,0.0,False,False
20;58;49;35;25;31;34;25;109;3;10;13;20;38;19;15;7;7,4,0,4,damp_low_band,0.0,False,False
20;58;63;35;24;32;34;25;109;3;11;10;24;38;15;17;5;11,4,0,4,damp_low_band,0.0,False,False
20;58;68;125;14;30;31;29;109;3;12;15;29;62;20;13;10;5,4,0,4,damp_low_band,0.0,False,False
20;58;70;124;13;30;32;30;109;3;11;16;29;62;20;12;10;5,4,0,4,damp_low_band,0.0,False,False
20;58;70;124;14;30;31;29;109;3;12;15;29;62;20;12;10;5,4,0,4,damp_low_band,0.0,False,False
20;58;70;37;23;33;34;25;109;3;12;9;26;38;13;18;5;13,4,0,4,damp_low_band,0.0,False,False
20;58;74;39;24;35;31;25;108;2;13;7;28;38;12;17;6;14,4,0,4,damp_low_band,0.0,False,False
20;58;76;40;23;34;32;25;109;3;13;7;28;39;11;17;6;15,4,0,4,damp_low_band,0.0,False,False
20;58;79;42;23;34;32;25;109;3;14;7;29;39;10;17;6;16,4,0,4,damp_low_band,0.0,False,False
20;58;83;45;22;34;33;25;109;3;15;7;30;40;9;16;7;17,4,0,4,damp_low_band,0.0,False,False
20;58;91;53;21;34;33;25;109;3;17;8;32;42;7;13;10;19,4,0,4,damp_low_band,0.0,False,False
20;58;96;100;16;33;31;27;109;3;19;16;35;54;15;4;19;10,4,0,4,damp_low_band,0.0,False,False
20;58;96;62;20;35;31;26;109;3;20;9;34;44;7;10;13;19,4,0,4,damp_low_band,0.0,False,False
20;58;97;64;19;35;31;26;109;3;20;9;34;45;7;10;14;19,4,0,4,damp_low_band,0.0,False,False
21;55;101;83;14;37;29;32;108;2;22;14;36;50;10;6;17;16,4,0,4,damp_low_band,0.0,False,False
21;55;13;55;27;25;35;22;108;2;17;19;11;45;16;5;18;9,4,0,4,damp_low_band,0.0,False,False
21;55;15;109;18;21;39;27;108;2;19;6;14;60;8;13;9;18,4,0,4,damp_low_band,0.0,False,False
21;55;16;111;18;21;39;27;108;2;18;6;14;60;8;14;9;17,4,0,4,damp_low_band,0.0,False,False
21;55;23;44;28;28;33;22;108;2;13;19;13;42;19;8;15;7,4,0,4,damp_low_band,0.0,False,False
21;55;27;41;28;29;32;22;108;2;12;18;14;41;20;9;14;6,4,0,4,damp_low_band,0.0,False,False
21;55;30;39;28;30;32;22;108;2;11;17;15;40;20;10;13;6,4,0,4,damp_low_band,0.0,False,False
21;55;37;36;28;31;31;23;108;2;10;16;17;39;20;12;11;6,4,0,4,damp_low_band,0.0,False,False
21;55;6;77;24;22;37;24;108;2;22;15;10;51;10;5;17;15,4,0,4,damp_low_band,0.0,False,False
21;55;6;80;24;22;37;24;108;2;22;14;10;52;10;6;17;16,4,0,4,damp_low_band,0.0,False,False
21;55;6;84;23;21;38;24;108;2;22;13;10;53;9;7;16;17,4,0,4,damp_low_band,0.0,False,False
21;55;73;37;24;37;28;26;108;2;12;6;27;38;13;17;6;13,4,0,4,damp_low_band,0.0,False,False
21;55;74;124;10;29;35;33;108;2;10;17;30;62;20;11;12;6,4,0,4,damp_low_band,0.0,False,False
