task_id,split,status,primary_prior,secondary_priors,inclusion_basis,exclusion_reason,predicted_boundary,inventory_row_hash,manual_inspection,notes,expansion_batch,selection_order_rank
278e5215,training,include,color_role,objectness,grids 5x5..18x18; 9 colors; up to 24 components; 3 train shape-change(s); density 0.2125..1,,gauge-breaking ambiguity (color permutation as gauge),b32dd59994b7451589401184284a707c9cfd805999e5ca9b3fd7fde1535cacec,y,fiber expansion manual inspection: recolor mask shape using key palette,fiber_context_expansion_v1,177
af24b4cc,training,include,color_role,counting,grids 4x5..9x10; 10 colors; up to 18 components; 3 train shape-change(s); density 0.3..0.4,,gauge-breaking ambiguity (color permutation as gauge),bb1ff581e554bf2744a47045c8706248f5f750d0705986c19df41450f7ccdb74,y,fiber expansion manual inspection: reduce each block to its dominant color,fiber_context_expansion_v1,182
272f95fa,training,exclude,color_role,,grids 12x14..18x19; 7 colors; up to 6 components; symmetries: reflect_v; density 0.2047..0.7143,over_inspection_surplus_beyond_12_new_per_prior,gauge-breaking ambiguity (color permutation as gauge),ac6060472bd563378bcb241d86122cbc8764893dd3680d894f72903dd45b6070,y,fiber expansion manual inspection: fill divided regions with position colors,fiber_context_expansion_v1,200
54d9e175,training,exclude,color_role,,grids 3x11..7x11; 10 colors; up to 7 components; symmetries: reflect_h;reflect_v;rot180; density 0.2727..1,over_inspection_surplus_beyond_12_new_per_prior,gauge-breaking ambiguity (color permutation as gauge),89bc3813c18893bfc577b7fe98fc688996e42cab0d0969bbbccbb656e3197117,y,fiber expansion manual inspection: map marker colors to fill colors per cell,fiber_context_expansion_v1,205
c64f1187,training,exclude,color_role,objectness,grids 8x11..20x20; 8 colors; up to 34 components; 2 train shape-change(s); density 0.1806..0.3036,over_inspection_surplus_beyond_12_new_per_prior,gauge-breaking ambiguity (color permutation as gauge),c959f4dfb66342955fb17a446a0ceef1d4da8d76d2bf4e97706fad3faedcacb5,y,fiber expansion manual inspection: recolor block field using top color key,fiber_context_expansion_v1,211
17cae0c1,training,exclude,color_role,counting,grids 3x9..3x9; 7 colors; up to 5 components; symmetries: reflect_v;rot180; density 0.2593..1,over_inspection_surplus_beyond_12_new_per_prior,gauge-breaking ambiguity (color permutation as gauge),a7cb8e8c35ceb556018eb280418c21184d6f9e3fb6523d28817dda2a62c330bd,y,fiber expansion manual inspection: assign color bands per region 5-distribution,fiber_context_expansion_v1,249
f76d97a5,training,exclude,color_role,counting,grids 3x3..5x5; 6 colors; up to 7 components; symmetries: reflect_h;reflect_v;rot180; density 0.28..1,over_inspection_surplus_beyond_12_new_per_prior,gauge-breaking ambiguity (color permutation as gauge),baca768eef109a05a5010505db52b6e2b8abc5debfd834291fca5bf615e3d34b,y,fiber expansion manual inspection: keep minority color erase majority color,fiber_context_expansion_v1,254
6ea4a07e,training,exclude,color_role,objectness,grids 3x3..3x3; 7 colors; up to 3 components; symmetries: reflect_h;reflect_v;rot180; density 0.2222..0.7778,over_inspection_surplus_beyond_12_new_per_prior,gauge-breaking ambiguity (color permutation as gauge),2f35dea97dc93f6a9be630b4b8278e3984fc955f4609127f864b5234cb9216a9,y,fiber expansion manual inspection: invert mask and remap to keyed color,fiber_context_expansion_v1,266
8e1813be,training,include,counting,color_role,grids 3x3..19x19; 9 colors; up to 11 components; symmetries: reflect_h;reflect_v; 3 train shape-change(s); density 0.3333..1,,capacity pressure (count is high-entropy),a9983367f93a86680113b937813e4551f2ea875bb71025f06a1dc8cea16253ec,y,fiber expansion manual inspection: collect stripe colors into count-sized grid,fiber_context_expansion_v1,7
d5c634a2,training,include,counting,objectness,grids 3x4..15x15; 4 colors; up to 7 components; symmetries: reflect_v; 7 train shape-change(s); density 0.1111..0.4,,capacity pressure (count is high-entropy),25c43ebdf769a301fc12c7e718bc6c85aa1c32370f0915cf5283fc85807b56f4,y,fiber expansion manual inspection: tally object orientations into schematic grid,fiber_context_expansion_v1,8
feca6190,training,include,counting,,grids 1x5..20x20; 8 colors; up to 70 components; symmetries: rot180; 5 train shape-change(s); density 0.12..0.8,,capacity pressure (count is high-entropy),b86bc50c45e569fab6e79684e7a3d9c6da17bf6bffe535b961ed72a6cee840dc,y,fiber expansion manual inspection: grid size equals five times nonzero-cell count,fiber_context_expansion_v1,14
351d6448,training,include,counting,spatial_transform,grids 3x13..15x13; 5 colors; up to 11 components; symmetries: reflect_v; 2 train shape-change(s); density 0.0769..0.7128,,capacity pressure (count is high-entropy),198315230da85b80d5c0bd060afd9b7cda75d0eb70a61f7d3b9dafadc47a6404,y,fiber expansion manual inspection: extrapolate next term of growing-bar progression,fiber_context_expansion_v1,16
5289ad53,training,include,counting,,grids 2x3..15x19; 6 colors; up to 7 components; symmetries: reflect_h; 4 train shape-change(s); density 0.1467..1,,capacity pressure (count is high-entropy),be5743be2b714fe7828b5858bc03d236d264d8752f362a6b504aafabfb0b894f,y,fiber expansion manual inspection: tally per-color object counts as grid,fiber_context_expansion_v1,17
91413438,training,include,counting,spatial_transform,grids 3x3..21x21; 6 colors; up to 8 components; symmetries: reflect_h; 4 train shape-change(s); density 0.0091..0.6667,,capacity pressure (count is high-entropy),c4d7f013f37da62cef416672587997b17100086f3b8953c47ac175c52c160c64,y,fiber expansion manual inspection: tile motif once per colored cell,fiber_context_expansion_v1,26
a3325580,training,include,counting,,grids 3x1..10x10; 10 colors; up to 5 components; symmetries: reflect_v;rot180; 6 train shape-change(s); density 0.06..1,,capacity pressure (count is high-entropy),39f3430b4e4a1abd30fde8768e9bf10c47227dd6aff63d5e86a2217637663c4d,y,fiber expansion manual inspection: output dims encode object/color counts,fiber_context_expansion_v1,35
8597cfd7,training,include,counting,,grids 2x2..11x9; 4 colors; up to 5 components; symmetries: reflect_h;reflect_v;rot180; 4 train shape-change(s); density 0.202..1,,capacity pressure (count is high-entropy),054bd11e98b5844e97d61d10a6c27b9548fed8a64ba4d7d4f8e112486e3f4207,y,fiber expansion manual inspection: compare marks across divider output winner color,fiber_context_expansion_v1,39
4852f2fa,training,include,counting,,grids 3x3..9x12; 3 colors; up to 6 components; symmetries: reflect_h;reflect_v;rot180; 5 train shape-change(s); density 0.0741..0.6667,,capacity pressure (count is high-entropy),7e80311512738a090447ef42c79c7c2bf4e5ddfa6f1e3d661b2e79d154023f6b,y,fiber expansion manual inspection: repeat object once per counted marker,fiber_context_expansion_v1,44
c8b7cc0f,training,include,counting,,grids 3x3..9x9; 6 colors; up to 11 components; symmetries: reflect_h; 3 train shape-change(s); density 0.3333..0.5556,,capacity pressure (count is high-entropy),93bf919283042d77ecca671a58ca70dc2de876dcc5544c1dffe9240dc0b93de4,y,fiber expansion manual inspection: render interior cell count as filled cells,fiber_context_expansion_v1,46
3b4c2228,training,include,counting,,grids 3x3..8x8; 4 colors; up to 11 components; symmetries: rot180; 5 train shape-change(s); density 0.1111..0.52,,capacity pressure (count is high-entropy),d58fbe4932800ca7c058edb56a9bad20a3f647cdbae37421767e8957c6d20c48,y,fiber expansion manual inspection: count matched object pairs as diagonal marks,fiber_context_expansion_v1,52
d631b094,training,include,counting,,grids 1x1..3x5; 6 colors; up to 3 components; symmetries: reflect_h;reflect_v;rot180; 4 train shape-change(s); density 0.1111..1,,capacity pressure (count is high-entropy),0b54bceae83d411592b6022c80d96799304953919d000eef9f4d0d0cd0c279bb,y,fiber expansion manual inspection: output row length equals colored-cell count,fiber_context_expansion_v1,65
3ee1011a,training,exclude,counting,objectness,grids 5x5..24x29; 8 colors; up to 4 components; symmetries: reflect_h;reflect_v;rot180; 3 train shape-change(s); density 0.015..1,over_inspection_surplus_beyond_12_new_per_prior,capacity pressure (count is high-entropy),5c700f005b7efe02b47a6af4c339d91e56c546d997f0418a2f1e74f90d30cd2a,y,fiber expansion manual inspection: nest segments as rings ordered by length,fiber_context_expansion_v1,70
3d6c6e23,training,exclude,counting,,grids 16x9..30x13; 6 colors; up to 9 components; symmetries: reflect_h; density 0.0227..0.0476,over_inspection_surplus_beyond_12_new_per_prior,capacity pressure (count is high-entropy),6d71c5df994c5541a710b6a8917db1a1fa7608b3d92228a9ee96e840eb4ccc58,y,fiber expansion manual inspection: stack per-color counts as centered pyramid,fiber_context_expansion_v1,75
22425bda,training,exclude,counting,color_role,grids 1x2..16x16; 9 colors; up to 44 components; symmetries: reflect_h;reflect_v;rot180; 4 train shape-change(s); density 0.6667..1,over_inspection_surplus_beyond_12_new_per_prior,capacity pressure (count is high-entropy),2ac38a5c20495229fee91ff961b03f8dec6ec795c0f2f9df47a52316daf088ef,y,fiber expansion manual inspection: list anomaly-cell colors in count-sized row,fiber_context_expansion_v1,94
2753e76c,training,exclude,counting,,grids 3x3..16x16; 6 colors; up to 11 components; 3 train shape-change(s); density 0.2773..0.7333,over_inspection_surplus_beyond_12_new_per_prior,capacity pressure (count is high-entropy),3ee07edb9f4e00da95bf2a15e3097d451c6f4b3a985fff855b011446561f2b04,y,fiber expansion manual inspection: per-color frequency rendered as sorted staircase,fiber_context_expansion_v1,96
b7999b51,training,exclude,counting,objectness,grids 3x3..19x18; 8 colors; up to 6 components; 3 train shape-change(s); density 0.2193..0.6667,over_inspection_surplus_beyond_12_new_per_prior,capacity pressure (count is high-entropy),afcbb5a745a0c1492f1a92c867e19f381761d0692f1a5ff60c455a32534e5c2d,y,fiber expansion manual inspection: rank objects by size as descending staircase,fiber_context_expansion_v1,107
de1cd16c,training,exclude,counting,objectness,grids 1x1..18x19; 8 colors; up to 15 components; symmetries: rot180; 4 train shape-change(s); density 0.7941..1,over_inspection_surplus_beyond_12_new_per_prior,capacity pressure (count is high-entropy),b453dbb8b6f515ce300dc9f54c9934e929aebf11acf01ce4cb34812e8eade61a,y,fiber expansion manual inspection: output color of region with most anomalies,fiber_context_expansion_v1,108
53b68214,training,include,local_completion,,grids 5x10..10x10; 6 colors; up to 10 components; symmetries: reflect_v; 3 train shape-change(s); density 0.1..0.26,,non-local information (global context required to fill),a9e16fc9772c9efe7ef6e78faaf5c3bf300c5f3ae50c07a668f2b34138dc675e,y,fiber expansion manual inspection: continue partial pattern to fill canvas,fiber_context_expansion_v1,24
358ba94e,training,include,local_completion,,grids 5x5..17x19; 6 colors; up to 5 components; symmetries: reflect_h;reflect_v;rot180; 4 train shape-change(s); density 0.3498..0.96,,non-local information (global context required to fill),da774dd010dae2c97dfafddf5852450a23c6b2b670f4260ad5e688bced826ce7,y,fiber expansion manual inspection: denoise repeated stamps to consensus tile,fiber_context_expansion_v1,54
f5c89df1,training,include,local_completion,symmetry,grids 13x13..13x13; 4 colors; up to 12 components; symmetries: reflect_h; density 0.0533..0.1183,,non-local information (global context required to fill),4a19c48aaf48013b42c07b3bdae44e603f1b3de6dfc23cdad3395fd869dedf69,y,fiber expansion manual inspection: repair and extend marked motif pattern,fiber_context_expansion_v1,74
846bdb03,training,include,local_completion,symmetry,grids 4x6..13x13; 7 colors; up to 8 components; 4 train shape-change(s); density 0.0828..0.6333,,non-local information (global context required to fill),98329fe11fb6d0b7a9eed21fd6c4c1d59487ace65974f19a1f7ff7521a0def88,y,fiber expansion manual inspection: complete framed pattern by reflection fill,fiber_context_expansion_v1,77
ba97ae07,training,include,local_completion,,grids 7x6..13x13; 9 colors; up to 3 components; symmetries: reflect_h;reflect_v; density 0.25..0.4545,,non-local information (global context required to fill),a1ae4887aadf3b6eaa699032419403182957072544a55147d2e1e990d65e2ce0,y,fiber expansion manual inspection: repair occluded line at crossing intersection,fiber_context_expansion_v1,78
253bf280,training,include,local_completion,,grids 3x3..12x13; 3 colors; up to 10 components; symmetries: reflect_h;reflect_v;rot180; density 0.022..0.1667,,non-local information (global context required to fill),4b1a5bc7a711ad5502774806df2d3bf178b806e2d81d454325ecc7fbbd0ee799,y,fiber expansion manual inspection: connect paired markers with filled line,fiber_context_expansion_v1,82
84f2aca1,training,include,local_completion,color_role,grids 6x6..16x13; 7 colors; up to 10 components; symmetries: reflect_v; density 0.2222..0.3333,,non-local information (global context required to fill),4651fdf89b356c8a71105d44e1e2f7c3af91426531a8e9f18aa9c4f516ea3e0b,y,fiber expansion manual inspection: fill enclosed interior of each ring,fiber_context_expansion_v1,87
5751f35e,training,include,local_completion,symmetry,grids 10x10..12x12; 6 colors; up to 18 components; symmetries: reflect_h;reflect_v;rot180; density 0.3..1,,non-local information (global context required to fill),3bb7e7aca6d7d78465eeeed5ed82e8d15a25749a4062614cb6942d1b52617199,y,fiber expansion manual inspection: denoise corrupted concentric-square figure,fiber_context_expansion_v1,90
3befdf3e,training,include,local_completion,symmetry,grids 10x10..12x12; 8 colors; up to 12 components; symmetries: reflect_h;reflect_v;rot180; density 0.09..0.48,,non-local information (global context required to fill),f4de596cc018cc58e92c28935f04a2dc1a287f2af8d70d5a8f0618409b9e4b04,y,fiber expansion manual inspection: extend concentric pattern outward one layer,fiber_context_expansion_v1,94
72a961c9,training,include,local_completion,objectness,grids 9x6..13x11; 4 colors; up to 17 components; symmetries: reflect_h; density 0.0769..0.2525,,non-local information (global context required to fill),bbd3060b00b714bfc5dd9f77d4ec95f645936a033be567491f56f0b0b7bd3a05,y,fiber expansion manual inspection: project line markers into perpendicular lines,fiber_context_expansion_v1,102
e5c44e8f,training,include,local_completion,spatial_transform,grids 11x11..11x11; 3 colors; up to 11 components; symmetries: reflect_h; density 0.0083..0.4959,,non-local information (global context required to fill),9a1df41f14fdd8ef7f580b1c50b2c8a528feec54317d83a077ddcfe0bac090bd,y,fiber expansion manual inspection: grow spiral structure from seed cell,fiber_context_expansion_v1,107
97999447,training,include,local_completion,,grids 7x8..10x12; 7 colors; up to 27 components; symmetries: reflect_v; density 0.0179..0.2778,,non-local information (global context required to fill),da6b1dca963f4cf529970f52f0e2c776da1769fc9e2c41a0fb392cd6617b2ea4,y,fiber expansion manual inspection: extend each marker into periodic stripe,fiber_context_expansion_v1,109
b7fb29bc,training,exclude,local_completion,,grids 15x15..15x15; 4 colors; up to 7 components; symmetries: reflect_h; density 0.1467..0.36,over_inspection_surplus_beyond_12_new_per_prior,non-local information (global context required to fill),685f85372d6294287f7c33be5874e20c8d2cba944eb33e9a8faba95f103c1ba6,y,fiber expansion manual inspection: fill enclosed region with seeded spiral pattern,fiber_context_expansion_v1,116
9720b24f,training,exclude,local_completion,,grids 3x3..15x15; 9 colors; up to 21 components; symmetries: reflect_h; density 0.1111..0.8889,over_inspection_surplus_beyond_12_new_per_prior,non-local information (global context required to fill),8e00ac514771be8f47b63c7f32cc92a93f35357d052656a7bb3d66bf32344e4d,y,fiber expansion manual inspection: remove foreign-color noise inside shapes,fiber_context_expansion_v1,119
aba27056,training,exclude,local_completion,symmetry,grids 6x6..10x10; 6 colors; up to 6 components; symmetries: reflect_h; density 0.17..0.8889,over_inspection_surplus_beyond_12_new_per_prior,non-local information (global context required to fill),57fae8596ea52c0556c1501849da88edc4bde73e6cbb44b76b489944aa782509,y,fiber expansion manual inspection: complete partial box and fill interior,fiber_context_expansion_v1,130
db7260a4,training,exclude,local_completion,,grids 10x10..10x10; 3 colors; up to 4 components; symmetries: reflect_h; density 0.12..0.29,over_inspection_surplus_beyond_12_new_per_prior,non-local information (global context required to fill),698444a879521f54872a1fe9ad22c26f3ae0305a9a27b35b148fd0a34cb99ca9,y,fiber expansion manual inspection: fill box interior or edge per marker cue,fiber_context_expansion_v1,133
137f0df0,training,exclude,local_completion,symmetry,grids 10x10..10x10; 4 colors; up to 16 components; symmetries: reflect_h;reflect_v;rot180; density 0.24..0.88,over_inspection_surplus_beyond_12_new_per_prior,non-local information (global context required to fill),8fb62cb26dde20662b9409491f8b6a616e746b47aa5f0dd392169e2185a8bad6,y,fiber expansion manual inspection: complete block lattice with connectors,fiber_context_expansion_v1,135
22168020,training,exclude,local_completion,symmetry,grids 10x10..10x10; 7 colors; up to 13 components; symmetries: reflect_h; density 0.1..0.36,over_inspection_surplus_beyond_12_new_per_prior,non-local information (global context required to fill),e295f0aa5bab3abbd441aea5d21d4f9893ffed71b98d5c96112bb0b342756c5c,y,fiber expansion manual inspection: fill converging wedge into solid triangle,fiber_context_expansion_v1,141
e98196ab,training,include,objectness,,grids 5x11..11x11; 8 colors; up to 18 components; symmetries: reflect_h; 3 train shape-change(s); density 0.1818..0.3455,,full-state-only dependency (residual category),0e4374d17db9a4785c00f1b4659ba61e5bf8b680b4c142aa37ab0224bb6464b3,y,fiber expansion manual inspection: overlay/merge two divider-split regions into one,fiber_context_expansion_v1,1
b7cb93ac,training,include,objectness,,grids 3x4..10x13; 6 colors; up to 5 components; symmetries: reflect_v; 3 train shape-change(s); density 0.0923..1,,full-state-only dependency (residual category),5d01651425b27cc2c83292ee44bee3a112152c015c04a9fe1e693d86c98e0688,y,fiber expansion manual inspection: combine scattered objects into compact composite,fiber_context_expansion_v1,3
6f473927,training,include,objectness,spatial_transform,grids 3x3..12x12; 3 colors; up to 9 components; symmetries: reflect_v; 4 train shape-change(s); density 0.25..0.5556,,full-state-only dependency (residual category),a7815591d63666d2f701ac7dc40f30047e9cda417596b73acedcf0866b12440b,y,fiber expansion manual inspection: append color-inverted complement mask of object,fiber_context_expansion_v1,6
d9fac9be,training,include,objectness,,grids 1x1..12x12; 6 colors; up to 21 components; symmetries: rot180; 4 train shape-change(s); density 0.2222..1,,full-state-only dependency (residual category),d85b9f80d9118609c19f47c695727f14e7b2ee7669d87cc1597ab9e8550318f3,y,fiber expansion manual inspection: return color of enclosed/surrounded object,fiber_context_expansion_v1,9
72ca375d,training,include,objectness,,grids 2x2..10x10; 9 colors; up to 4 components; symmetries: reflect_h;reflect_v;rot180; 3 train shape-change(s); density 0.15..1,,full-state-only dependency (residual category),ec2df37f59f0299b48304b772a408463859b99982f59560d87874cdb13d9d308,y,fiber expansion manual inspection: extract distinguished object to bounding box,fiber_context_expansion_v1,11
be94b721,training,include,objectness,,grids 3x2..9x13; 9 colors; up to 4 components; symmetries: reflect_h;reflect_v;rot180; 4 train shape-change(s); density 0.1868..1,,full-state-only dependency (residual category),b26afca2ae25b1b61b87b1fad7b84730d3bb85d99cabe368708bbfd2d30ad6ad,y,fiber expansion manual inspection: select and extract one object bbox,fiber_context_expansion_v1,13
12997ef3,training,include,objectness,color_role,grids 3x3..12x14; 8 colors; up to 9 components; symmetries: reflect_h;reflect_v; 4 train shape-change(s); density 0.0496..0.6667,,full-state-only dependency (residual category),a70fbd4b11b4ca74597422d394d37f991179070dc83cf9307b60b572f165f2b9,y,fiber expansion manual inspection: stamp template object once per colored marker,fiber_context_expansion_v1,14
5614dbcf,training,include,objectness,spatial_transform,grids 3x3..9x9; 9 colors; up to 11 components; symmetries: reflect_h; 2 train shape-change(s); density 0.2222..0.5802,,full-state-only dependency (residual category),22179b84bad2572bdee2353500db7c4500b32e479bc5beb942fdb65353bcf74b,y,fiber expansion manual inspection: summarize each block region to one colored cell,fiber_context_expansion_v1,18
5117e062,training,include,objectness,,grids 3x3..13x13; 8 colors; up to 8 components; symmetries: reflect_h;reflect_v;rot180; 3 train shape-change(s); density 0.1065..0.6667,,full-state-only dependency (residual category),37cbea8bd8c5122b9ce5e8e5f4e1b388d38f1d4cc78cf0aafd0ef39a6d20b59e,y,fiber expansion manual inspection: select object by property and extract bbox,fiber_context_expansion_v1,25
cd3c21df,training,include,objectness,,grids 2x1..13x13; 9 colors; up to 11 components; symmetries: reflect_h;reflect_v;rot180; 3 train shape-change(s); density 0.1183..1,,full-state-only dependency (residual category),9b55174c86d2f7c68c5644bed16c0db0d46a8ff6cfc0f66853bf508849846723,y,fiber expansion manual inspection: select distinguished object and extract bbox,fiber_context_expansion_v1,26
b0f4d537,training,include,objectness,spatial_transform,grids 7x7..12x15; 6 colors; up to 24 components; symmetries: reflect_h; 4 train shape-change(s); density 0.3333..0.5556,,full-state-only dependency (residual category),c97f0893f76a085bec8757b6c97d791a724833a3c90220832f21043bc8ab4a16,y,fiber expansion manual inspection: expand compact key into structured line grid,fiber_context_expansion_v1,30
3f7978a0,training,include,objectness,,grids 5x4..14x13; 3 colors; up to 21 components; symmetries: reflect_h;reflect_v;rot180; 3 train shape-change(s); density 0.1818..0.575,,full-state-only dependency (residual category),cbd059d15b2996a4d4b6311f57b671edbea01139c9fcaa2369d0ce6259ce60b4,y,fiber expansion manual inspection: denoise and extract the one valid framed object,fiber_context_expansion_v1,32
9110e3c5,training,exclude,objectness,counting,grids 3x3..7x7; 10 colors; up to 21 components; symmetries: reflect_h;reflect_v;rot180; 7 train shape-change(s); density 0.3333..0.5918,over_inspection_surplus_beyond_12_new_per_prior,full-state-only dependency (residual category),042ba2d1e6a9b2271c4bc995b39a356f7b5f2e30d4cf66b0b88f05be8daf9e88,y,fiber expansion manual inspection: extract dominant-color connected shape downscaled,fiber_context_expansion_v1,33
ff28f65a,training,exclude,objectness,spatial_transform,grids 3x3..7x7; 3 colors; up to 5 components; symmetries: reflect_h;reflect_v;rot180; 7 train shape-change(s); density 0.1111..0.5556,over_inspection_surplus_beyond_12_new_per_prior,full-state-only dependency (residual category),94603d609b31f5851e8d1802897540c428eda47061e4f4276608cef49b2c6715,y,fiber expansion manual inspection: map each 2x2 block to positional 3x3 cell,fiber_context_expansion_v1,35
fb791726,training,exclude,objectness,spatial_transform,grids 3x3..14x14; 6 colors; up to 12 components; symmetries: reflect_h;reflect_v;rot180; 3 train shape-change(s); density 0.0408..0.4444,over_inspection_surplus_beyond_12_new_per_prior,full-state-only dependency (residual category),39368c2cf76f58a0a0c86e2144852a459d4af26b46a965f7cf58d74231531962,y,fiber expansion manual inspection: project each marker into a full-width line,fiber_context_expansion_v1,37
39a8645d,training,exclude,objectness,counting,grids 3x3..14x14; 7 colors; up to 21 components; symmetries: reflect_h;reflect_v;rot180; 3 train shape-change(s); density 0.0765..0.6667,over_inspection_surplus_beyond_12_new_per_prior,full-state-only dependency (residual category),6bbc85d25b36b4936cb345400626c43b05c9787de59e33a0579efdbf27bc1766,y,fiber expansion manual inspection: output shape of the most-repeated object,fiber_context_expansion_v1,38
ed74f2f2,training,exclude,objectness,,grids 3x3..5x9; 5 colors; up to 4 components; symmetries: reflect_h;reflect_v; 6 train shape-change(s); density 0.2..0.7778,over_inspection_surplus_beyond_12_new_per_prior,full-state-only dependency (residual category),080db634a3baedff7f91303c198fe212ce1d124cc9b3548a88f2f4fc620e2460,y,fiber expansion manual inspection: logical-combine two separated object regions,fiber_context_expansion_v1,40
bc1d5164,training,exclude,objectness,,grids 3x3..5x7; 6 colors; up to 6 components; symmetries: reflect_h;reflect_v;rot180; 5 train shape-change(s); density 0.1429..0.7778,over_inspection_surplus_beyond_12_new_per_prior,full-state-only dependency (residual category),897c1e2ae7e3d310bb6e4b308f17b9dee61a4eee60a36922116b2077e9a033cb,y,fiber expansion manual inspection: logical-combine two split halves into one,fiber_context_expansion_v1,43
ce8d95cc,training,include,spatial_transform,,grids 5x3..12x13; 9 colors; up to 19 components; symmetries: reflect_h; 4 train shape-change(s); density 0.2593..0.6825,,capacity pressure (shape change carries structural info),c5c1d09d1edfadb33ad90ff5b9f65d46f633bc4fa91cddbc66eaed08bc251c9e,y,fiber expansion manual inspection: collapse duplicate rows and columns,fiber_context_expansion_v1,1
f5b8619d,training,include,spatial_transform,,grids 2x2..12x12; 6 colors; up to 16 components; symmetries: rot180; 3 train shape-change(s); density 0.0833..0.75,,capacity pressure (shape change carries structural info),237218db26f9074dd47531eacbc86d8d562f58c90cc8db752d521f676d45eb2a,y,fiber expansion manual inspection: scale grid 2x with per-cell texture,fiber_context_expansion_v1,7
73182012,training,include,spatial_transform,symmetry,grids 4x4..12x12; 8 colors; up to 29 components; symmetries: reflect_h;reflect_v;rot180; 3 train shape-change(s); density 0.25..0.75,,capacity pressure (shape change carries structural info),e3051177f18d2111000b68a83d0fd27e5819a54b9ac2aa372f446eb99b5253ed,y,fiber expansion manual inspection: crop symmetric blob to its quadrant unit,fiber_context_expansion_v1,10
10fcaaa3,training,include,spatial_transform,,grids 2x3..12x10; 7 colors; up to 28 components; symmetries: rot180; 4 train shape-change(s); density 0.0625..0.5833,,capacity pressure (shape change carries structural info),7e4749022f01e3a9cb527f54a0fff291d74625589bd63c45b8c74b0f34793ec5,y,fiber expansion manual inspection: scale 2x with checkerboard texture fill,fiber_context_expansion_v1,19
